Abuse001_x264: [('Fighting', 0.30537155), ('Shooting', 0.18349612), ('Vandalism', 0.17987147), ('Normal Videos', 0.1674006), ('Arson', 0.16227728), ('Arrest', 0.12186389), ('Explosion', 0.11755353), ('Accident', 0.09152554), ('Abuse', 0.08819868), ('Stealing', 0.08510065), ('Burglary', 0.08301012), ('Robbery', 0.07686375), ('Assault', 0.072600104), ('Shoplifting', 0.047343165)]
Robbery032_x264: [('Vandalism', 0.25155854), ('Fighting', 0.22569291), ('Normal Videos', 0.18175927), ('Accident', 0.16114424), ('Shooting', 0.15470086), ('Stealing', 0.15117061), ('Robbery', 0.14697053), ('Arson', 0.14602299), ('Burglary', 0.14524996), ('Assault', 0.14399663), ('Explosion', 0.1307067), ('Shoplifting', 0.12558568), ('Abuse', 0.1238499), ('Arrest', 0.083571866)]
Robbery033_x264: [('Shoplifting', 0.30710816), ('Robbery', 0.29410464), ('Vandalism', 0.28791362), ('Burglary', 0.27600557), ('Stealing', 0.26978567), ('Arson', 0.24571994), ('Shooting', 0.23620012), ('Fighting', 0.23135163), ('Normal Videos', 0.21031193), ('Arrest', 0.20558573), ('Explosion', 0.18820432), ('Abuse', 0.16607448), ('Assault', 0.12654456), ('Accident', 0.050180707)]
Robbery034_x264: [('Robbery', 0.3425077), ('Vandalism', 0.32866645), ('Shooting', 0.3204028), ('Burglary', 0.299541), ('Arrest', 0.29305923), ('Stealing', 0.28389814), ('Assault', 0.28040108), ('Accident', 0.27082676), ('Fighting', 0.26385722), ('Abuse', 0.2621242), ('Shoplifting', 0.24170494), ('Arson', 0.23444617), ('Explosion', 0.2246815), ('Normal Videos', 0.14631408)]
Robbery035_x264: [('Fighting', 0.27833298), ('Vandalism', 0.21415883), ('Normal Videos', 0.2026055), ('Shooting', 0.19373442), ('Robbery', 0.16723624), ('Stealing', 0.16160424), ('Burglary', 0.1603705), ('Accident', 0.1559713), ('Arrest', 0.14594734), ('Abuse', 0.14147691), ('Shoplifting', 0.13829063), ('Arson', 0.12848729), ('Assault', 0.111666575), ('Explosion', 0.078590184)]
Robbery036_x264: [('Robbery', 0.40981162), ('Burglary', 0.40378734), ('Stealing', 0.36389714), ('Shoplifting', 0.3597656), ('Arrest', 0.31015405), ('Vandalism', 0.30236295), ('Shooting', 0.28052044), ('Accident', 0.20687892), ('Assault', 0.19350004), ('Normal Videos', 0.17738762), ('Fighting', 0.17518654), ('Abuse', 0.13982347), ('Arson', 0.1378724), ('Explosion', 0.13674346)]
Robbery037_x264: [('Shoplifting', 0.33738363), ('Robbery', 0.32709295), ('Burglary', 0.30671626), ('Stealing', 0.2962163), ('Vandalism', 0.24559501), ('Shooting', 0.22133492), ('Normal Videos', 0.20092434), ('Arson', 0.19066644), ('Arrest', 0.17503658), ('Fighting', 0.13839564), ('Explosion', 0.12034616), ('Abuse', 0.11872512), ('Assault', 0.11617206), ('Accident', 0.05653732)]
Robbery038_x264: [('Vandalism', 0.4296745), ('Fighting', 0.3796904), ('Robbery', 0.32641155), ('Shooting', 0.3183102), ('Burglary', 0.30297875), ('Stealing', 0.28586215), ('Shoplifting', 0.2728576), ('Arson', 0.25910938), ('Assault', 0.25783664), ('Arrest', 0.25720352), ('Explosion', 0.2521838), ('Abuse', 0.20712116), ('Accident', 0.20435503), ('Normal Videos', 0.17223582)]
Robbery039_x264: [('Burglary', 0.3891809), ('Robbery', 0.37877655), ('Arrest', 0.3594566), ('Shoplifting', 0.34156078), ('Shooting', 0.32633114), ('Normal Videos', 0.3207649), ('Stealing', 0.31633696), ('Vandalism', 0.31332016), ('Arson', 0.2577513), ('Explosion', 0.21310881), ('Assault', 0.21184164), ('Fighting', 0.1910212), ('Abuse', 0.1563128), ('Accident', 0.11528065)]
Robbery040_x264: [('Robbery', 0.43844506), ('Burglary', 0.43149287), ('Shoplifting', 0.4305994), ('Stealing', 0.38403472), ('Arrest', 0.3239797), ('Normal Videos', 0.29747242), ('Vandalism', 0.27312085), ('Shooting', 0.2482627), ('Assault', 0.21371478), ('Arson', 0.16861442), ('Fighting', 0.1491854), ('Explosion', 0.14647508), ('Abuse', 0.1364201), ('Accident', 0.1324665)]
Robbery041_x264: [('Burglary', 0.34723842), ('Shooting', 0.3393443), ('Normal Videos', 0.32434854), ('Robbery', 0.28715336), ('Vandalism', 0.28400314), ('Shoplifting', 0.26586646), ('Stealing', 0.2630317), ('Fighting', 0.25405854), ('Arrest', 0.24768433), ('Arson', 0.23345058), ('Explosion', 0.16441667), ('Accident', 0.1607103), ('Abuse', 0.14133087), ('Assault', 0.14088346)]
Robbery042_x264: [('Robbery', 0.28246552), ('Burglary', 0.2599413), ('Arrest', 0.25581366), ('Shoplifting', 0.24378942), ('Normal Videos', 0.24004157), ('Stealing', 0.23436633), ('Vandalism', 0.23054102), ('Shooting', 0.21869226), ('Accident', 0.1845293), ('Fighting', 0.17603545), ('Assault', 0.15161313), ('Abuse', 0.14088514), ('Arson', 0.120360956), ('Explosion', 0.103936575)]
Robbery043_x264: [('Burglary', 0.42927885), ('Robbery', 0.41108918), ('Shoplifting', 0.397061), ('Stealing', 0.37023953), ('Normal Videos', 0.34078765), ('Arrest', 0.32324928), ('Shooting', 0.27568978), ('Vandalism', 0.26815265), ('Fighting', 0.23528713), ('Assault', 0.2227956), ('Arson', 0.18434428), ('Accident', 0.15869358), ('Abuse', 0.1504364), ('Explosion', 0.14514627)]
Robbery044_x264: [('Shoplifting', 0.3492133), ('Robbery', 0.3435176), ('Burglary', 0.32117328), ('Stealing', 0.30685282), ('Vandalism', 0.28902197), ('Shooting', 0.26179892), ('Arrest', 0.2609812), ('Normal Videos', 0.25271764), ('Fighting', 0.21401429), ('Arson', 0.19019079), ('Explosion', 0.18813822), ('Abuse', 0.1587103), ('Assault', 0.1427138), ('Accident', 0.05980996)]
Robbery045_x264: [('Normal Videos', 0.2582854), ('Burglary', 0.24494812), ('Shooting', 0.23532328), ('Fighting', 0.23142229), ('Robbery', 0.2214591), ('Vandalism', 0.20977971), ('Stealing', 0.19619524), ('Shoplifting', 0.1833682), ('Accident', 0.18153767), ('Arrest', 0.14986798), ('Arson', 0.14900395), ('Explosion', 0.09710461), ('Assault', 0.09292323), ('Abuse', 0.073529005)]
Robbery046_x264: [('Shooting', 0.36762297), ('Arrest', 0.3464446), ('Vandalism', 0.29791015), ('Burglary', 0.29447815), ('Fighting', 0.27606988), ('Robbery', 0.2663844), ('Arson', 0.26208472), ('Explosion', 0.26152876), ('Assault', 0.2564615), ('Stealing', 0.21122468), ('Shoplifting', 0.20310263), ('Normal Videos', 0.20302072), ('Abuse', 0.19242065), ('Accident', 0.14140156)]
Robbery047_x264: [('Burglary', 0.48381364), ('Robbery', 0.48223013), ('Shoplifting', 0.44983822), ('Arrest', 0.41051137), ('Stealing', 0.40583655), ('Vandalism', 0.28719115), ('Shooting', 0.27238104), ('Assault', 0.23574722), ('Abuse', 0.20336786), ('Normal Videos', 0.15187979), ('Accident', 0.13489807), ('Arson', 0.11765406), ('Fighting', 0.1040988), ('Explosion', 0.10313882)]
Robbery048_x264: [('Shoplifting', 0.3053836), ('Robbery', 0.2948679), ('Burglary', 0.2823728), ('Stealing', 0.25712466), ('Normal Videos', 0.24145222), ('Vandalism', 0.23787022), ('Shooting', 0.2108584), ('Arrest', 0.19083649), ('Fighting', 0.17900448), ('Arson', 0.16645645), ('Explosion', 0.1494335), ('Assault', 0.14891249), ('Abuse', 0.11930179), ('Accident', 0.07911782)]
Robbery049_x264: [('Burglary', 0.36023495), ('Robbery', 0.34733778), ('Shoplifting', 0.33579475), ('Stealing', 0.31505907), ('Arrest', 0.298255), ('Normal Videos', 0.28709155), ('Vandalism', 0.27176735), ('Shooting', 0.25092274), ('Fighting', 0.20657103), ('Arson', 0.18259288), ('Abuse', 0.16638812), ('Assault', 0.16292906), ('Accident', 0.15412617), ('Explosion', 0.12316926)]
Robbery050_x264: [('Vandalism', 0.3533364), ('Burglary', 0.32600826), ('Robbery', 0.30926436), ('Shoplifting', 0.27068406), ('Stealing', 0.26330593), ('Arson', 0.26106834), ('Normal Videos', 0.25183195), ('Fighting', 0.24318312), ('Explosion', 0.22257775), ('Shooting', 0.20324609), ('Accident', 0.19783825), ('Abuse', 0.1971344), ('Arrest', 0.19615613), ('Assault', 0.17261031)]
Robbery051_x264: [('Shoplifting', 0.38779926), ('Burglary', 0.37754697), ('Robbery', 0.36759457), ('Stealing', 0.34058782), ('Normal Videos', 0.32605782), ('Vandalism', 0.27787256), ('Shooting', 0.26882446), ('Arrest', 0.26567146), ('Fighting', 0.20864707), ('Arson', 0.20742476), ('Assault', 0.18110363), ('Abuse', 0.14951131), ('Accident', 0.13844982), ('Explosion', 0.13841291)]
Robbery052_x264: [('Shoplifting', 0.39664143), ('Burglary', 0.3948338), ('Robbery', 0.39097017), ('Stealing', 0.36203787), ('Vandalism', 0.32696378), ('Normal Videos', 0.28193808), ('Arrest', 0.2761536), ('Shooting', 0.23337275), ('Arson', 0.20622501), ('Explosion', 0.17391421), ('Fighting', 0.16695637), ('Assault', 0.16322848), ('Accident', 0.1533502), ('Abuse', 0.1297548)]
Robbery053_x264: [('Burglary', 0.39212248), ('Vandalism', 0.364612), ('Robbery', 0.36311835), ('Shoplifting', 0.34959057), ('Arrest', 0.3359597), ('Stealing', 0.3206286), ('Shooting', 0.27808607), ('Arson', 0.26531073), ('Normal Videos', 0.22973348), ('Fighting', 0.21949372), ('Explosion', 0.20790642), ('Accident', 0.1952319), ('Assault', 0.1939874), ('Abuse', 0.11385818)]
Robbery054_x264: [('Shoplifting', 0.30497065), ('Robbery', 0.29096815), ('Burglary', 0.28571227), ('Stealing', 0.25388753), ('Vandalism', 0.23912671), ('Arrest', 0.20413396), ('Normal Videos', 0.19010487), ('Shooting', 0.17154464), ('Fighting', 0.14935799), ('Assault', 0.13209924), ('Explosion', 0.1320609), ('Arson', 0.12683779), ('Abuse', 0.12552002), ('Accident', 0.04839255)]
Robbery055_x264: [('Vandalism', 0.2797479), ('Fighting', 0.26309562), ('Shooting', 0.2619751), ('Robbery', 0.24742869), ('Arson', 0.2196984), ('Burglary', 0.2190755), ('Normal Videos', 0.2148562), ('Abuse', 0.20586458), ('Shoplifting', 0.19092843), ('Arrest', 0.19052717), ('Stealing', 0.18766966), ('Assault', 0.15755486), ('Explosion', 0.14448862), ('Accident', 0.13460828)]
Robbery056_x264: [('Robbery', 0.43269747), ('Shoplifting', 0.4260545), ('Burglary', 0.40984347), ('Stealing', 0.3781945), ('Arrest', 0.3636364), ('Shooting', 0.32097048), ('Vandalism', 0.25662026), ('Assault', 0.252514), ('Normal Videos', 0.22483265), ('Fighting', 0.15286958), ('Abuse', 0.1500072), ('Accident', 0.14977485), ('Arson', 0.14305085), ('Explosion', 0.10622543)]
Robbery057_x264: [('Robbery', 0.4180386), ('Shoplifting', 0.40881535), ('Burglary', 0.39293882), ('Stealing', 0.3631752), ('Shooting', 0.27219427), ('Normal Videos', 0.2662667), ('Arrest', 0.25613528), ('Vandalism', 0.24318436), ('Assault', 0.18948841), ('Fighting', 0.153686), ('Arson', 0.1342664), ('Accident', 0.13176787), ('Explosion', 0.114246845), ('Abuse', 0.10973606)]
Robbery058_x264: [('Shoplifting', 0.3242506), ('Robbery', 0.31168413), ('Burglary', 0.30952573), ('Stealing', 0.27793106), ('Normal Videos', 0.27138364), ('Arrest', 0.26545954), ('Vandalism', 0.23631638), ('Shooting', 0.22848393), ('Fighting', 0.17816104), ('Assault', 0.1672631), ('Abuse', 0.1353916), ('Arson', 0.1321292), ('Explosion', 0.11934922), ('Accident', 0.09807452)]
Robbery059_x264: [('Burglary', 0.3920657), ('Robbery', 0.39160368), ('Shoplifting', 0.39131832), ('Stealing', 0.34685883), ('Assault', 0.30042017), ('Shooting', 0.28986806), ('Vandalism', 0.28964365), ('Arrest', 0.2493313), ('Normal Videos', 0.23578429), ('Fighting', 0.22221231), ('Arson', 0.18193801), ('Abuse', 0.17515656), ('Accident', 0.16529976), ('Explosion', 0.15444183)]
Robbery060_x264: [('Robbery', 0.433551), ('Shoplifting', 0.4124635), ('Burglary', 0.4018876), ('Stealing', 0.38385558), ('Arrest', 0.29153064), ('Vandalism', 0.27449888), ('Assault', 0.23904434), ('Normal Videos', 0.22488275), ('Shooting', 0.22033145), ('Abuse', 0.21568185), ('Accident', 0.20359413), ('Fighting', 0.16024196), ('Arson', 0.13569137), ('Explosion', 0.08857913)]
Robbery061_x264: [('Burglary', 0.34235466), ('Robbery', 0.33748427), ('Normal Videos', 0.3191922), ('Shoplifting', 0.3129382), ('Stealing', 0.3044831), ('Shooting', 0.26392633), ('Vandalism', 0.24912007), ('Fighting', 0.23940921), ('Arrest', 0.22325993), ('Arson', 0.18808492), ('Assault', 0.17974842), ('Explosion', 0.1745806), ('Accident', 0.11250132), ('Abuse', 0.10012649)]
Robbery062_x264: [('Vandalism', 0.38534462), ('Burglary', 0.37008515), ('Shooting', 0.35262054), ('Fighting', 0.34990716), ('Robbery', 0.34130555), ('Stealing', 0.3131448), ('Normal Videos', 0.2930388), ('Shoplifting', 0.28281918), ('Abuse', 0.25456464), ('Arson', 0.25187784), ('Arrest', 0.23025455), ('Assault', 0.22411421), ('Explosion', 0.22201672), ('Accident', 0.22086155)]
Robbery063_x264: [('Burglary', 0.35764357), ('Vandalism', 0.3277999), ('Robbery', 0.32342243), ('Shoplifting', 0.29720905), ('Normal Videos', 0.29351592), ('Stealing', 0.28790233), ('Shooting', 0.26121074), ('Arrest', 0.25260663), ('Fighting', 0.22261196), ('Accident', 0.22151491), ('Assault', 0.20280355), ('Arson', 0.19498017), ('Explosion', 0.15788303), ('Abuse', 0.13049236)]
Robbery064_x264: [('Burglary', 0.4351132), ('Robbery', 0.42612278), ('Shoplifting', 0.4092518), ('Shooting', 0.37248707), ('Stealing', 0.36759478), ('Vandalism', 0.31447393), ('Arrest', 0.29455006), ('Assault', 0.27528986), ('Normal Videos', 0.26943466), ('Fighting', 0.25938612), ('Accident', 0.2244246), ('Arson', 0.21696097), ('Explosion', 0.21470498), ('Abuse', 0.17277372)]
Robbery065_x264: [('Burglary', 0.47264326), ('Robbery', 0.45587996), ('Assault', 0.45372763), ('Vandalism', 0.43427297), ('Shooting', 0.40568602), ('Shoplifting', 0.39995748), ('Stealing', 0.39760762), ('Arrest', 0.36638534), ('Fighting', 0.31833076), ('Abuse', 0.31219062), ('Explosion', 0.27639315), ('Arson', 0.26997846), ('Normal Videos', 0.2561068), ('Accident', 0.23855945)]
Robbery066_x264: [('Burglary', 0.28930026), ('Shoplifting', 0.271874), ('Vandalism', 0.27006653), ('Robbery', 0.26789087), ('Stealing', 0.26126808), ('Shooting', 0.24162969), ('Arrest', 0.23524019), ('Normal Videos', 0.2292051), ('Fighting', 0.21933892), ('Abuse', 0.17575234), ('Arson', 0.16201408), ('Accident', 0.15881497), ('Explosion', 0.15388338), ('Assault', 0.12656161)]
Robbery067_x264: [('Shoplifting', 0.40187228), ('Robbery', 0.3962092), ('Burglary', 0.36664307), ('Stealing', 0.34810942), ('Vandalism', 0.2993335), ('Arrest', 0.26271677), ('Shooting', 0.22277588), ('Normal Videos', 0.2019754), ('Arson', 0.19168407), ('Explosion', 0.16566736), ('Assault', 0.15655607), ('Accident', 0.109124444), ('Abuse', 0.10831673), ('Fighting', 0.10387403)]
Robbery068_x264: [('Robbery', 0.5015945), ('Shoplifting', 0.4938266), ('Burglary', 0.44883072), ('Stealing', 0.42868865), ('Arrest', 0.3207162), ('Vandalism', 0.28789443), ('Assault', 0.22920966), ('Normal Videos', 0.21480936), ('Shooting', 0.20327705), ('Abuse', 0.16794144), ('Accident', 0.1674694), ('Arson', 0.11105326), ('Fighting', 0.10468647), ('Explosion', 0.09178026)]
Robbery069_x264: [('Shoplifting', 0.51495206), ('Burglary', 0.4732421), ('Robbery', 0.4491281), ('Stealing', 0.4395244), ('Arrest', 0.32609886), ('Vandalism', 0.26476997), ('Assault', 0.24369323), ('Normal Videos', 0.23887178), ('Shooting', 0.23427506), ('Fighting', 0.16636492), ('Arson', 0.16606331), ('Abuse', 0.12490232), ('Explosion', 0.113874175), ('Accident', 0.10413085)]
Robbery070_x264: [('Vandalism', 0.41205475), ('Fighting', 0.35534686), ('Robbery', 0.34375763), ('Arson', 0.33291376), ('Burglary', 0.3218339), ('Stealing', 0.29283822), ('Shoplifting', 0.29232362), ('Explosion', 0.29195267), ('Shooting', 0.28848827), ('Abuse', 0.26659182), ('Arrest', 0.2525385), ('Assault', 0.2132589), ('Normal Videos', 0.20114946), ('Accident', 0.099733435)]
Robbery071_x264: [('Shoplifting', 0.3164295), ('Robbery', 0.3134461), ('Burglary', 0.29216012), ('Stealing', 0.273957), ('Normal Videos', 0.27027154), ('Arrest', 0.24118924), ('Shooting', 0.23886654), ('Vandalism', 0.23119152), ('Fighting', 0.19791728), ('Explosion', 0.1452182), ('Arson', 0.14307252), ('Assault', 0.13236614), ('Abuse', 0.12364965), ('Accident', 0.07977971)]
Robbery072_x264: [('Vandalism', 0.34110114), ('Robbery', 0.33892477), ('Burglary', 0.31725872), ('Stealing', 0.30209208), ('Shoplifting', 0.29494542), ('Normal Videos', 0.24887875), ('Shooting', 0.2308911), ('Arrest', 0.22629932), ('Arson', 0.21980399), ('Accident', 0.20287392), ('Fighting', 0.17972188), ('Assault', 0.16635776), ('Abuse', 0.14619526), ('Explosion', 0.10946305)]
Robbery073_x264: [('Burglary', 0.3440669), ('Shooting', 0.3203652), ('Vandalism', 0.3141704), ('Robbery', 0.30472556), ('Stealing', 0.27734652), ('Normal Videos', 0.2712885), ('Shoplifting', 0.256905), ('Arrest', 0.25263265), ('Assault', 0.24806683), ('Fighting', 0.2463741), ('Accident', 0.22766697), ('Arson', 0.1860164), ('Abuse', 0.17365345), ('Explosion', 0.17249027)]
Robbery074_x264: [('Shooting', 0.27235958), ('Vandalism', 0.2608379), ('Explosion', 0.25961274), ('Fighting', 0.2383471), ('Arson', 0.2207499), ('Burglary', 0.21508187), ('Normal Videos', 0.20112194), ('Robbery', 0.19601727), ('Assault', 0.17197108), ('Arrest', 0.17147677), ('Shoplifting', 0.16921753), ('Stealing', 0.15086198), ('Accident', 0.14844204), ('Abuse', 0.09555278)]
Robbery075_x264: [('Burglary', 0.427599), ('Shooting', 0.3860828), ('Arrest', 0.37348688), ('Robbery', 0.3704762), ('Stealing', 0.35869107), ('Normal Videos', 0.3541541), ('Vandalism', 0.34676883), ('Shoplifting', 0.33403736), ('Arson', 0.2867691), ('Fighting', 0.28073034), ('Assault', 0.2587695), ('Abuse', 0.24306552), ('Explosion', 0.24143821), ('Accident', 0.21568227)]
Robbery076_x264: [('Vandalism', 0.2663995), ('Fighting', 0.2232467), ('Robbery', 0.21465597), ('Arrest', 0.20933464), ('Normal Videos', 0.18811199), ('Shoplifting', 0.18353751), ('Abuse', 0.18019333), ('Assault', 0.1789093), ('Stealing', 0.1736295), ('Burglary', 0.1704194), ('Shooting', 0.16620469), ('Arson', 0.1517251), ('Accident', 0.14095318), ('Explosion', 0.13753021)]
Robbery077_x264: [('Shoplifting', 0.36927092), ('Robbery', 0.361284), ('Burglary', 0.32790405), ('Stealing', 0.29284197), ('Arrest', 0.29196423), ('Shooting', 0.27071095), ('Vandalism', 0.26008397), ('Assault', 0.2036707), ('Normal Videos', 0.18918999), ('Fighting', 0.15498966), ('Arson', 0.13127585), ('Abuse', 0.12799543), ('Explosion', 0.12432037), ('Accident', 0.1020588)]
Robbery078_x264: [('Shoplifting', 0.48056746), ('Burglary', 0.44351128), ('Robbery', 0.43090507), ('Stealing', 0.41926748), ('Arrest', 0.2897859), ('Vandalism', 0.2766012), ('Shooting', 0.25071734), ('Normal Videos', 0.22381753), ('Assault', 0.20100485), ('Fighting', 0.16617714), ('Arson', 0.13152146), ('Abuse', 0.12051022), ('Explosion', 0.08732804), ('Accident', 0.0840397)]
Robbery079_x264: [('Shoplifting', 0.3910302), ('Robbery', 0.3455966), ('Stealing', 0.32488868), ('Burglary', 0.31378955), ('Vandalism', 0.25872958), ('Fighting', 0.2301282), ('Shooting', 0.21596593), ('Arrest', 0.18647356), ('Arson', 0.1589177), ('Explosion', 0.14729527), ('Normal Videos', 0.14418805), ('Abuse', 0.14146918), ('Assault', 0.12746073), ('Accident', 0.10662509)]
Robbery080_x264: [('Vandalism', 0.32774866), ('Fighting', 0.2990574), ('Robbery', 0.2765814), ('Shooting', 0.25819063), ('Normal Videos', 0.25710672), ('Shoplifting', 0.25174496), ('Burglary', 0.25161222), ('Stealing', 0.2388612), ('Arrest', 0.23597477), ('Arson', 0.2032882), ('Accident', 0.16926286), ('Assault', 0.16414937), ('Explosion', 0.15705937), ('Abuse', 0.14553902)]
Robbery081_x264: [('Shoplifting', 0.29646707), ('Burglary', 0.287571), ('Robbery', 0.27817318), ('Stealing', 0.26217657), ('Normal Videos', 0.24624611), ('Shooting', 0.24026719), ('Vandalism', 0.21422397), ('Arrest', 0.16622005), ('Fighting', 0.1642262), ('Assault', 0.16287994), ('Accident', 0.12614699), ('Arson', 0.106115915), ('Abuse', 0.092852056), ('Explosion', 0.074428126)]
Robbery082_x264: [('Vandalism', 0.41748315), ('Shooting', 0.35977525), ('Fighting', 0.3458563), ('Explosion', 0.32781112), ('Burglary', 0.3209522), ('Robbery', 0.30955452), ('Arson', 0.3022925), ('Assault', 0.26887), ('Stealing', 0.2593367), ('Shoplifting', 0.2567043), ('Normal Videos', 0.254432), ('Arrest', 0.25266415), ('Accident', 0.2333905), ('Abuse', 0.22507548)]
Robbery083_x264: [('Shoplifting', 0.47098902), ('Burglary', 0.44100335), ('Robbery', 0.4244395), ('Stealing', 0.41240978), ('Arrest', 0.28218454), ('Vandalism', 0.27615902), ('Normal Videos', 0.262501), ('Assault', 0.21805868), ('Shooting', 0.21078561), ('Abuse', 0.14040738), ('Fighting', 0.13918066), ('Explosion', 0.12608331), ('Arson', 0.11742008), ('Accident', 0.095582426)]
Robbery084_x264: [('Shooting', 0.24344185), ('Robbery', 0.21455064), ('Fighting', 0.21242389), ('Vandalism', 0.20977378), ('Burglary', 0.18383357), ('Explosion', 0.18054682), ('Stealing', 0.18027958), ('Normal Videos', 0.16147044), ('Assault', 0.16047168), ('Arrest', 0.14860676), ('Shoplifting', 0.13979727), ('Accident', 0.121055976), ('Arson', 0.10095517), ('Abuse', 0.049107)]
Robbery085_x264: [('Burglary', 0.3479803), ('Robbery', 0.33805498), ('Shoplifting', 0.3196218), ('Stealing', 0.30441612), ('Vandalism', 0.22270165), ('Shooting', 0.21927641), ('Normal Videos', 0.20150463), ('Arrest', 0.1883187), ('Assault', 0.16246581), ('Fighting', 0.12664792), ('Accident', 0.10332749), ('Explosion', 0.09015452), ('Arson', 0.061116498), ('Abuse', 0.03898952)]
