Abuse001_x264: [('Fighting', 0.2473864), ('Assault', 0.24733552), ('Abuse', 0.22662574), ('Explosion', 0.2183716), ('Burglary', 0.21833363), ('Arrest', 0.19959828), ('Vandalism', 0.19219466), ('Robbery', 0.18040663), ('Normal_Videos_', 0.1694072), ('Arson', 0.15237531), ('RoadAccidents', 0.1517644), ('Shooting', 0.14273702), ('Stealing', 0.13822368), ('Shoplifting', 0.11471912)]
Normal_Videos053_x264: [('Arrest', 0.20768383), ('Explosion', 0.17941421), ('RoadAccidents', 0.1790303), ('Vandalism', 0.15401033), ('Assault', 0.15049723), ('Robbery', 0.14323515), ('Stealing', 0.14200827), ('Fighting', 0.123296864), ('Burglary', 0.120899916), ('Shoplifting', 0.11844419), ('Normal_Videos_', 0.11106928), ('Abuse', 0.10540913), ('Arson', 0.09792058), ('Shooting', 0.0767415)]
Normal_Videos054_x264: [('Vandalism', 0.21331942), ('Shoplifting', 0.21025041), ('RoadAccidents', 0.20340234), ('Burglary', 0.1846866), ('Arson', 0.16808692), ('Arrest', 0.16133894), ('Stealing', 0.14517647), ('Explosion', 0.1414279), ('Robbery', 0.14133623), ('Normal_Videos_', 0.13467433), ('Fighting', 0.13208123), ('Shooting', 0.1277549), ('Abuse', 0.12341686), ('Assault', 0.122299686)]
Normal_Videos055_x264: [('RoadAccidents', 0.347707), ('Arrest', 0.25540113), ('Vandalism', 0.22781992), ('Burglary', 0.22207354), ('Arson', 0.18493518), ('Explosion', 0.18426135), ('Shooting', 0.16492969), ('Stealing', 0.1561863), ('Normal_Videos_', 0.15587066), ('Robbery', 0.15477313), ('Shoplifting', 0.14477879), ('Assault', 0.13903457), ('Abuse', 0.11317109), ('Fighting', 0.08717601)]
Normal_Videos057_x264: [('Explosion', 0.17590848), ('Burglary', 0.17456909), ('Arson', 0.16534775), ('Normal_Videos_', 0.14741085), ('Vandalism', 0.14598696), ('Arrest', 0.13751137), ('Abuse', 0.13434246), ('Stealing', 0.1323225), ('Robbery', 0.12629183), ('Shoplifting', 0.12223597), ('Fighting', 0.10570562), ('Assault', 0.093892224), ('Shooting', 0.08541466), ('RoadAccidents', 0.08128184)]
Normal_Videos058_x264: [('Shoplifting', 0.3921691), ('Robbery', 0.28677052), ('Stealing', 0.25084355), ('Burglary', 0.21926966), ('RoadAccidents', 0.20182168), ('Normal_Videos_', 0.17731974), ('Vandalism', 0.16117671), ('Arrest', 0.15712331), ('Fighting', 0.15266027), ('Explosion', 0.14301664), ('Shooting', 0.13467467), ('Assault', 0.12019755), ('Arson', 0.111222185), ('Abuse', 0.09903162)]
Normal_Videos060_x264: [('RoadAccidents', 0.3216629), ('Burglary', 0.2832229), ('Vandalism', 0.24348935), ('Explosion', 0.23908839), ('Normal_Videos_', 0.2366246), ('Shooting', 0.23148105), ('Robbery', 0.22933033), ('Arson', 0.22463235), ('Shoplifting', 0.22288752), ('Stealing', 0.19526377), ('Arrest', 0.18941708), ('Fighting', 0.15038535), ('Abuse', 0.1284559), ('Assault', 0.09869584)]
Normal_Videos061_x264: [('Explosion', 0.22918347), ('Burglary', 0.1934519), ('Arrest', 0.19205385), ('Stealing', 0.19153231), ('Arson', 0.18708318), ('Vandalism', 0.18425277), ('Robbery', 0.18199514), ('Fighting', 0.17183796), ('Shoplifting', 0.17025435), ('Abuse', 0.16789216), ('Normal_Videos_', 0.14632764), ('RoadAccidents', 0.14350061), ('Assault', 0.13167867), ('Shooting', 0.11090912)]
Normal_Videos062_x264: [('RoadAccidents', 0.394938), ('Explosion', 0.24539652), ('Burglary', 0.22145128), ('Stealing', 0.21503052), ('Normal_Videos_', 0.20944929), ('Robbery', 0.2088615), ('Shoplifting', 0.20841953), ('Vandalism', 0.20329657), ('Arrest', 0.203258), ('Arson', 0.18697467), ('Assault', 0.17517653), ('Fighting', 0.16715203), ('Shooting', 0.14754416), ('Abuse', 0.13624193)]
Normal_Videos064_x264: [('Shoplifting', 0.2888471), ('Robbery', 0.20788652), ('Normal_Videos_', 0.19286323), ('Stealing', 0.19013314), ('Burglary', 0.17191455), ('RoadAccidents', 0.16672488), ('Arrest', 0.16301605), ('Explosion', 0.15795822), ('Vandalism', 0.14189926), ('Fighting', 0.12499137), ('Abuse', 0.11646295), ('Shooting', 0.115526095), ('Arson', 0.09300964), ('Assault', 0.09186283)]
Normal_Videos065_x264: [('Burglary', 0.23267217), ('Explosion', 0.22462799), ('Normal_Videos_', 0.15488368), ('Vandalism', 0.147009), ('Arrest', 0.14061564), ('Arson', 0.11609123), ('Robbery', 0.11606156), ('Assault', 0.10414996), ('Shoplifting', 0.09825258), ('RoadAccidents', 0.09644456), ('Fighting', 0.09091445), ('Abuse', 0.09046352), ('Stealing', 0.0656645), ('Shooting', 0.059961896)]
Normal_Videos066_x264: [('Burglary', 0.22413981), ('Normal_Videos_', 0.21864842), ('Shoplifting', 0.21806103), ('Arrest', 0.21700065), ('Vandalism', 0.20863163), ('Robbery', 0.20372653), ('Stealing', 0.20299932), ('Abuse', 0.1965808), ('Explosion', 0.18594478), ('RoadAccidents', 0.18298021), ('Assault', 0.16236012), ('Fighting', 0.16102299), ('Arson', 0.16053736), ('Shooting', 0.14946446)]
Normal_Videos068_x264: [('Burglary', 0.2797709), ('RoadAccidents', 0.24771336), ('Vandalism', 0.23683612), ('Explosion', 0.22851789), ('Arson', 0.22300293), ('Robbery', 0.22196972), ('Shoplifting', 0.21814191), ('Assault', 0.20186588), ('Stealing', 0.19950579), ('Arrest', 0.19296643), ('Abuse', 0.1881866), ('Shooting', 0.17588723), ('Normal_Videos_', 0.16740778), ('Fighting', 0.15387547)]
Normal_Videos069_x264: [('Abuse', 0.19781134), ('Assault', 0.19317685), ('Arrest', 0.1894383), ('Robbery', 0.18856435), ('Burglary', 0.18576224), ('Vandalism', 0.18432707), ('Stealing', 0.17447816), ('Arson', 0.1656636), ('Shoplifting', 0.14952216), ('Normal_Videos_', 0.13049406), ('RoadAccidents', 0.1303724), ('Explosion', 0.12799832), ('Shooting', 0.096474215), ('Fighting', 0.095088825)]
Normal_Videos071_x264: [('RoadAccidents', 0.2192774), ('Explosion', 0.17925024), ('Shoplifting', 0.17337663), ('Vandalism', 0.16746615), ('Fighting', 0.16661835), ('Burglary', 0.15944508), ('Robbery', 0.15674496), ('Assault', 0.15524909), ('Stealing', 0.14899056), ('Arrest', 0.141586), ('Arson', 0.13128136), ('Shooting', 0.1126691), ('Normal_Videos_', 0.10745661), ('Abuse', 0.09356155)]
Normal_Videos072_x264: [('Shoplifting', 0.19649146), ('Burglary', 0.18976626), ('Fighting', 0.17117897), ('RoadAccidents', 0.15768889), ('Explosion', 0.15631905), ('Stealing', 0.15304793), ('Assault', 0.15222564), ('Robbery', 0.13480866), ('Vandalism', 0.13452575), ('Shooting', 0.13270666), ('Normal_Videos_', 0.12582397), ('Arrest', 0.122906536), ('Arson', 0.117715746), ('Abuse', 0.096557066)]
Normal_Videos073_x264: [('Stealing', 0.2071395), ('Burglary', 0.20580772), ('Robbery', 0.20376255), ('Explosion', 0.19937554), ('Shoplifting', 0.1968728), ('Normal_Videos_', 0.19238354), ('Vandalism', 0.18400362), ('Arson', 0.16930589), ('Arrest', 0.16781883), ('Abuse', 0.16235238), ('Fighting', 0.15573663), ('Assault', 0.15136835), ('RoadAccidents', 0.13511765), ('Shooting', 0.11621872)]
Normal_Videos074_x264: [('RoadAccidents', 0.3596904), ('Robbery', 0.24627542), ('Explosion', 0.23816317), ('Normal_Videos_', 0.22940233), ('Arrest', 0.20912412), ('Shoplifting', 0.20439783), ('Burglary', 0.1993886), ('Stealing', 0.1985731), ('Arson', 0.19753632), ('Assault', 0.18483716), ('Vandalism', 0.17842937), ('Fighting', 0.17483464), ('Abuse', 0.17210647), ('Shooting', 0.16784258)]
Normal_Videos075_x264: [('Robbery', 0.27462387), ('RoadAccidents', 0.24529786), ('Burglary', 0.23218419), ('Stealing', 0.229987), ('Assault', 0.22684479), ('Shoplifting', 0.22553372), ('Arrest', 0.22326857), ('Explosion', 0.20994386), ('Fighting', 0.20052199), ('Abuse', 0.18468738), ('Vandalism', 0.18368703), ('Shooting', 0.17608638), ('Arson', 0.16284788), ('Normal_Videos_', 0.15367767)]
Normal_Videos076_x264: [('RoadAccidents', 0.32081985), ('Robbery', 0.2872445), ('Arrest', 0.28222734), ('Shoplifting', 0.27303144), ('Burglary', 0.25726062), ('Stealing', 0.2427043), ('Abuse', 0.20936331), ('Vandalism', 0.20921934), ('Assault', 0.20631418), ('Explosion', 0.20176542), ('Normal_Videos_', 0.19601622), ('Fighting', 0.19384551), ('Shooting', 0.17828476), ('Arson', 0.16326389)]
Normal_Videos077_x264: [('RoadAccidents', 0.44936937), ('Fighting', 0.25002515), ('Assault', 0.24438077), ('Explosion', 0.24340028), ('Arson', 0.23590404), ('Shooting', 0.23495904), ('Arrest', 0.23044048), ('Vandalism', 0.22567596), ('Shoplifting', 0.22445947), ('Normal_Videos_', 0.2218166), ('Abuse', 0.2112879), ('Burglary', 0.20493048), ('Robbery', 0.1952393), ('Stealing', 0.18835905)]
Normal_Videos078_x264: [('Explosion', 0.20749673), ('Stealing', 0.16907567), ('Normal_Videos_', 0.1605188), ('Arrest', 0.1581119), ('Burglary', 0.15408614), ('Fighting', 0.15321162), ('Abuse', 0.13796425), ('Arson', 0.13784271), ('Vandalism', 0.13117367), ('Shooting', 0.12934932), ('RoadAccidents', 0.12755667), ('Robbery', 0.11940395), ('Shoplifting', 0.11629561), ('Assault', 0.10623935)]
Normal_Videos079_x264: [('RoadAccidents', 0.3948385), ('Explosion', 0.23996824), ('Arrest', 0.21803617), ('Fighting', 0.21419767), ('Arson', 0.20543969), ('Assault', 0.20200671), ('Normal_Videos_', 0.18746476), ('Vandalism', 0.18363161), ('Shoplifting', 0.18144813), ('Stealing', 0.17958975), ('Burglary', 0.1665329), ('Abuse', 0.16529444), ('Robbery', 0.16466823), ('Shooting', 0.15629393)]
Normal_Videos080_x264: [('Explosion', 0.19780256), ('Abuse', 0.19722927), ('RoadAccidents', 0.19070691), ('Robbery', 0.18682003), ('Assault', 0.17890652), ('Stealing', 0.17346957), ('Shoplifting', 0.17337939), ('Fighting', 0.1678898), ('Vandalism', 0.167855), ('Normal_Videos_', 0.15301563), ('Burglary', 0.13869807), ('Arrest', 0.11952593), ('Shooting', 0.09888944), ('Arson', 0.091969796)]
Normal_Videos081_x264: [('RoadAccidents', 0.28219014), ('Arrest', 0.22707304), ('Explosion', 0.20941673), ('Robbery', 0.19129032), ('Shoplifting', 0.1800671), ('Vandalism', 0.17500307), ('Normal_Videos_', 0.16072518), ('Arson', 0.15726548), ('Assault', 0.14589506), ('Abuse', 0.14334111), ('Burglary', 0.13560061), ('Stealing', 0.12749992), ('Fighting', 0.11933659), ('Shooting', 0.10278468)]
Normal_Videos082_x264: [('RoadAccidents', 0.45573327), ('Normal_Videos_', 0.3139509), ('Explosion', 0.24994943), ('Shooting', 0.20700586), ('Arson', 0.17337574), ('Robbery', 0.16631943), ('Assault', 0.16224352), ('Arrest', 0.16210674), ('Vandalism', 0.16112174), ('Stealing', 0.16101378), ('Burglary', 0.15264133), ('Shoplifting', 0.15124), ('Fighting', 0.14941727), ('Abuse', 0.12042214)]
Normal_Videos083_x264: [('Shoplifting', 0.31093347), ('Robbery', 0.20438793), ('Stealing', 0.17459148), ('Shooting', 0.14921083), ('Vandalism', 0.13013373), ('Burglary', 0.12977847), ('RoadAccidents', 0.12818481), ('Fighting', 0.10188362), ('Normal_Videos_', 0.10044876), ('Arrest', 0.079200156), ('Assault', 0.06718151), ('Abuse', 0.061439667), ('Arson', 0.057051826), ('Explosion', 0.05599579)]
Normal_Videos084_x264: [('RoadAccidents', 0.26842064), ('Arrest', 0.2034613), ('Abuse', 0.20104423), ('Robbery', 0.18453327), ('Stealing', 0.17601812), ('Explosion', 0.17559385), ('Shoplifting', 0.16922797), ('Vandalism', 0.15872574), ('Assault', 0.15799631), ('Arson', 0.15372068), ('Fighting', 0.14942795), ('Normal_Videos_', 0.14927922), ('Burglary', 0.123461366), ('Shooting', 0.084567964)]
Normal_Videos085_x264: [('Burglary', 0.1753577), ('Normal_Videos_', 0.1712197), ('Explosion', 0.15803272), ('Stealing', 0.14845464), ('Arson', 0.13911018), ('Robbery', 0.13496782), ('Vandalism', 0.13211982), ('Shoplifting', 0.13014239), ('Fighting', 0.12072702), ('Shooting', 0.11258838), ('Arrest', 0.11223154), ('Assault', 0.08685225), ('RoadAccidents', 0.08148811), ('Abuse', 0.0798799)]
Normal_Videos086_x264: [('Stealing', 0.24269013), ('Burglary', 0.21542066), ('Robbery', 0.2066644), ('Vandalism', 0.19481492), ('Shoplifting', 0.18387592), ('Explosion', 0.1814298), ('Arrest', 0.16866118), ('Abuse', 0.14863136), ('Normal_Videos_', 0.14701869), ('Arson', 0.1359639), ('RoadAccidents', 0.11110801), ('Fighting', 0.10513411), ('Assault', 0.10225499), ('Shooting', 0.08287336)]
Normal_Videos087_x264: [('RoadAccidents', 0.36647618), ('Explosion', 0.22593242), ('Robbery', 0.17005853), ('Stealing', 0.16044173), ('Arrest', 0.14778815), ('Arson', 0.14439645), ('Burglary', 0.12738755), ('Normal_Videos_', 0.12685631), ('Shooting', 0.124556094), ('Abuse', 0.12109885), ('Shoplifting', 0.10961354), ('Vandalism', 0.10923372), ('Assault', 0.10347969), ('Fighting', 0.10238121)]
Normal_Videos088_x264: [('Explosion', 0.22656342), ('Burglary', 0.20565219), ('RoadAccidents', 0.20223154), ('Arrest', 0.20206816), ('Normal_Videos_', 0.19480431), ('Arson', 0.18431008), ('Vandalism', 0.18401405), ('Robbery', 0.16591024), ('Abuse', 0.15552092), ('Stealing', 0.15227926), ('Shoplifting', 0.15214881), ('Assault', 0.14029263), ('Fighting', 0.105418496), ('Shooting', 0.09922876)]
Normal_Videos089_x264: [('Explosion', 0.2363381), ('Normal_Videos_', 0.18635388), ('Stealing', 0.18585722), ('Abuse', 0.18257982), ('Vandalism', 0.16684638), ('Fighting', 0.16213), ('Robbery', 0.16021627), ('Arrest', 0.15679008), ('Shooting', 0.15433182), ('RoadAccidents', 0.15223473), ('Burglary', 0.14681865), ('Shoplifting', 0.14647818), ('Arson', 0.13428493), ('Assault', 0.13252385)]
Normal_Videos090_x264: [('Burglary', 0.24528956), ('Robbery', 0.24050799), ('Stealing', 0.23829615), ('Explosion', 0.23064065), ('Arrest', 0.22785173), ('Arson', 0.22066437), ('Vandalism', 0.21877813), ('Shoplifting', 0.21457717), ('RoadAccidents', 0.20999387), ('Abuse', 0.2053034), ('Fighting', 0.16649672), ('Assault', 0.14368281), ('Shooting', 0.13045454), ('Normal_Videos_', 0.12751733)]
Normal_Videos091_x264: [('RoadAccidents', 0.46733862), ('Vandalism', 0.30452365), ('Arrest', 0.2889338), ('Abuse', 0.2842304), ('Assault', 0.27327573), ('Explosion', 0.2614529), ('Arson', 0.26131636), ('Shoplifting', 0.2475364), ('Stealing', 0.24302232), ('Robbery', 0.24207416), ('Burglary', 0.21976417), ('Fighting', 0.21775535), ('Normal_Videos_', 0.19215135), ('Shooting', 0.16017959)]
Normal_Videos092_x264: [('Burglary', 0.2729004), ('Arson', 0.25334337), ('Vandalism', 0.24838117), ('Stealing', 0.24019986), ('Robbery', 0.23319982), ('Explosion', 0.22312026), ('Shoplifting', 0.22250515), ('Arrest', 0.20957197), ('Abuse', 0.18723172), ('Assault', 0.16715646), ('Fighting', 0.16568866), ('RoadAccidents', 0.1462304), ('Normal_Videos_', 0.13697094), ('Shooting', 0.1281909)]
Normal_Videos093_x264: [('Burglary', 0.2841419), ('Normal_Videos_', 0.21616423), ('Explosion', 0.21462405), ('Vandalism', 0.19439593), ('Arson', 0.19417095), ('Arrest', 0.17051035), ('Assault', 0.16867302), ('Shoplifting', 0.1684731), ('Fighting', 0.16819331), ('Shooting', 0.16390115), ('Stealing', 0.15984279), ('Robbery', 0.15220383), ('Abuse', 0.14734808), ('RoadAccidents', 0.11923446)]
Normal_Videos094_x264: [('Vandalism', 0.2198376), ('Normal_Videos_', 0.2188041), ('Abuse', 0.20767184), ('Burglary', 0.20526259), ('Explosion', 0.20213842), ('Stealing', 0.20178568), ('Arson', 0.19941072), ('Arrest', 0.19207379), ('Shoplifting', 0.17577653), ('Fighting', 0.15758637), ('Robbery', 0.1416592), ('RoadAccidents', 0.13541164), ('Assault', 0.12850413), ('Shooting', 0.103141785)]
Normal_Videos095_x264: [('RoadAccidents', 0.44402778), ('Normal_Videos_', 0.2385455), ('Explosion', 0.2070606), ('Arson', 0.20496188), ('Burglary', 0.19927588), ('Arrest', 0.19111662), ('Robbery', 0.1902497), ('Vandalism', 0.18179019), ('Shooting', 0.17864299), ('Stealing', 0.17087027), ('Shoplifting', 0.16621974), ('Assault', 0.12754223), ('Abuse', 0.08173276), ('Fighting', 0.0779096)]
Normal_Videos096_x264: [('Robbery', 0.30718604), ('Stealing', 0.29178196), ('Burglary', 0.28140205), ('Shoplifting', 0.24755895), ('Arrest', 0.2139023), ('Vandalism', 0.20183441), ('Explosion', 0.16838206), ('Normal_Videos_', 0.15508425), ('Fighting', 0.15491962), ('Abuse', 0.1527071), ('Assault', 0.13337484), ('RoadAccidents', 0.12700051), ('Shooting', 0.11303243), ('Arson', 0.10612115)]
Normal_Videos097_x264: [('RoadAccidents', 0.3735814), ('Arson', 0.29515582), ('Vandalism', 0.2883465), ('Explosion', 0.2877735), ('Burglary', 0.27236348), ('Stealing', 0.24651027), ('Arrest', 0.24515857), ('Robbery', 0.2282696), ('Shoplifting', 0.22333533), ('Abuse', 0.22082756), ('Assault', 0.21920156), ('Normal_Videos_', 0.20325527), ('Shooting', 0.18491028), ('Fighting', 0.179611)]
Normal_Videos098_x264: [('Shoplifting', 0.2568032), ('RoadAccidents', 0.2495642), ('Explosion', 0.22941165), ('Vandalism', 0.20622803), ('Arson', 0.20269021), ('Robbery', 0.19538024), ('Abuse', 0.17902038), ('Stealing', 0.17752816), ('Burglary', 0.17299578), ('Arrest', 0.15487438), ('Normal_Videos_', 0.14600217), ('Assault', 0.1252112), ('Fighting', 0.11799347), ('Shooting', 0.10692402)]
Normal_Videos099_x264: [('Burglary', 0.14475572), ('Explosion', 0.1443311), ('Stealing', 0.14022444), ('Vandalism', 0.13845068), ('Shoplifting', 0.13368674), ('Normal_Videos_', 0.12384835), ('Arrest', 0.117455944), ('Abuse', 0.1131144), ('Fighting', 0.09837517), ('Assault', 0.0982607), ('Robbery', 0.08532718), ('RoadAccidents', 0.07938073), ('Arson', 0.07556975), ('Shooting', 0.056031708)]
Normal_Videos101_x264: [('Normal_Videos_', 0.19548613), ('Arrest', 0.17605814), ('Burglary', 0.1629489), ('Shoplifting', 0.15183572), ('Robbery', 0.1502344), ('Vandalism', 0.14932053), ('Explosion', 0.14831692), ('Stealing', 0.1466483), ('Shooting', 0.12780316), ('RoadAccidents', 0.107211486), ('Arson', 0.09047946), ('Abuse', 0.081265815), ('Fighting', 0.07626395), ('Assault', 0.07027779)]
Normal_Videos102_x264: [('Shoplifting', 0.21730873), ('Stealing', 0.18450369), ('Burglary', 0.17244542), ('Robbery', 0.17189085), ('Fighting', 0.1708546), ('Explosion', 0.1670791), ('Arson', 0.16208154), ('Arrest', 0.16045955), ('Normal_Videos_', 0.14938103), ('Vandalism', 0.14239475), ('Shooting', 0.11026211), ('Assault', 0.09556025), ('Abuse', 0.085548505), ('RoadAccidents', 0.077553906)]
Normal_Videos103_x264: [('Shoplifting', 0.17887259), ('Fighting', 0.16689062), ('Normal_Videos_', 0.11525085), ('Vandalism', 0.10677354), ('Arson', 0.10484563), ('Explosion', 0.10219978), ('Burglary', 0.0982158), ('Robbery', 0.09614523), ('Stealing', 0.09326082), ('Arrest', 0.06640829), ('Shooting', 0.055635203), ('RoadAccidents', 0.044156287), ('Assault', 0.03849491), ('Abuse', 0.03076294)]
Normal_Videos104_x264: [('RoadAccidents', 0.17526619), ('Arson', 0.15819864), ('Burglary', 0.13976187), ('Vandalism', 0.13260764), ('Fighting', 0.13122207), ('Arrest', 0.1268363), ('Normal_Videos_', 0.12568814), ('Shooting', 0.10604766), ('Stealing', 0.09756626), ('Shoplifting', 0.096245214), ('Explosion', 0.08081255), ('Abuse', 0.08024106), ('Robbery', 0.0760805), ('Assault', 0.075958066)]
Normal_Videos105_x264: [('Burglary', 0.22256933), ('Normal_Videos_', 0.19564426), ('Explosion', 0.19080774), ('Shoplifting', 0.15323023), ('Vandalism', 0.14327571), ('RoadAccidents', 0.13985254), ('Arson', 0.13499738), ('Assault', 0.11483404), ('Arrest', 0.10978392), ('Stealing', 0.09965144), ('Shooting', 0.09648591), ('Fighting', 0.09177449), ('Robbery', 0.08924984), ('Abuse', 0.082668304)]
Normal_Videos106_x264: [('Explosion', 0.23598307), ('RoadAccidents', 0.23315361), ('Burglary', 0.22732954), ('Vandalism', 0.20859784), ('Arson', 0.19987687), ('Robbery', 0.19509622), ('Arrest', 0.18701208), ('Shoplifting', 0.18110618), ('Fighting', 0.17353958), ('Stealing', 0.1703413), ('Normal_Videos_', 0.16210932), ('Assault', 0.15836805), ('Shooting', 0.15815485), ('Abuse', 0.13492961)]
Normal_Videos107_x264: [('Stealing', 0.23232263), ('Burglary', 0.2216036), ('Shoplifting', 0.22091272), ('Vandalism', 0.21261321), ('Explosion', 0.19546403), ('Robbery', 0.192882), ('Abuse', 0.18183343), ('Arrest', 0.17393926), ('Fighting', 0.16887183), ('Arson', 0.16694939), ('Normal_Videos_', 0.15238096), ('Assault', 0.15005517), ('RoadAccidents', 0.14774823), ('Shooting', 0.11009548)]
Normal_Videos108_x264: [('RoadAccidents', 0.26993364), ('Vandalism', 0.21446621), ('Arrest', 0.19264506), ('Arson', 0.17933433), ('Explosion', 0.1665402), ('Normal_Videos_', 0.16232696), ('Assault', 0.1556251), ('Burglary', 0.15127876), ('Stealing', 0.14950606), ('Shoplifting', 0.14943549), ('Robbery', 0.14048822), ('Shooting', 0.13980487), ('Abuse', 0.13391902), ('Fighting', 0.13167715)]
Normal_Videos109_x264: [('Burglary', 0.20744568), ('Explosion', 0.1806524), ('Shoplifting', 0.1799298), ('Stealing', 0.17929932), ('Vandalism', 0.16973522), ('Fighting', 0.16440222), ('Robbery', 0.1596558), ('Normal_Videos_', 0.14864363), ('Arrest', 0.14169788), ('RoadAccidents', 0.12725598), ('Shooting', 0.12600192), ('Abuse', 0.12011707), ('Arson', 0.11935265), ('Assault', 0.11389247)]
Normal_Videos110_x264: [('RoadAccidents', 0.37761313), ('Explosion', 0.22257021), ('Arrest', 0.21172515), ('Stealing', 0.1768225), ('Shoplifting', 0.16935116), ('Robbery', 0.16915223), ('Burglary', 0.16090292), ('Arson', 0.15932256), ('Vandalism', 0.15902185), ('Normal_Videos_', 0.15674639), ('Shooting', 0.13806628), ('Assault', 0.13556561), ('Fighting', 0.120883405), ('Abuse', 0.11992955)]
