RoadAccidents055: [('Road Accidents', 0.9256828), ('Burglary', 0.9053169), ('Explosion', 0.901189), ('Assault', 0.873768), ('Abuse', 0.8696256), ('Normal Videos', 0.866782), ('Arson', 0.8640655), ('Shooting', 0.8599095), ('Fighting', 0.85452497), ('Arrest', 0.85448164), ('Vandalism', 0.8492813), ('Robbery', 0.842636), ('Stealing', 0.83714885), ('Shoplifting', 0.73998857)]
Shoplifting014: [('Explosion', 0.9342265), ('Fighting', 0.9199692), ('Assault', 0.917919), ('Abuse', 0.91615427), ('Shooting', 0.91320163), ('Arrest', 0.9073965), ('Burglary', 0.90275776), ('Stealing', 0.9016232), ('Normal Videos', 0.9008008), ('Road Accidents', 0.8819885), ('Arson', 0.8600179), ('Robbery', 0.8486957), ('Vandalism', 0.84143376), ('Shoplifting', 0.7932052)]
Shoplifting034: [('Explosion', 0.91080123), ('Burglary', 0.90275776), ('Normal Videos', 0.8850998), ('Road Accidents', 0.8819885), ('Assault', 0.88176787), ('Shooting', 0.87949455), ('Fighting', 0.8766857), ('Stealing', 0.8760703), ('Abuse', 0.8745457), ('Arrest', 0.8710692), ('Arson', 0.8600179), ('Robbery', 0.84687316), ('Vandalism', 0.84143376), ('Shoplifting', 0.79272497)]
Shoplifting015: [('Explosion', 0.91080123), ('Burglary', 0.90275776), ('Normal Videos', 0.8850998), ('Road Accidents', 0.8819885), ('Assault', 0.88176787), ('Shooting', 0.87949455), ('Fighting', 0.8765086), ('Abuse', 0.8745457), ('Stealing', 0.87231123), ('Arrest', 0.8710692), ('Arson', 0.8600179), ('Robbery', 0.84003484), ('Vandalism', 0.8352854), ('Shoplifting', 0.77415884)]
Shoplifting044: [('Assault', 0.92491776), ('Abuse', 0.9246854), ('Fighting', 0.9246472), ('Shooting', 0.9235598), ('Explosion', 0.9225874), ('Stealing', 0.92041856), ('Arrest', 0.9147858), ('Normal Videos', 0.90796286), ('Burglary', 0.90275776), ('Road Accidents', 0.8839386), ('Arson', 0.86157936), ('Robbery', 0.86121565), ('Vandalism', 0.8476674), ('Shoplifting', 0.77694535)]
Fighting023: [('Burglary', 0.8906284), ('Explosion', 0.88313556), ('Road Accidents', 0.8720762), ('Normal Videos', 0.8671275), ('Shooting', 0.8597513), ('Assault', 0.85306), ('Abuse', 0.8529618), ('Fighting', 0.8504455), ('Arson', 0.8422326), ('Vandalism', 0.84143376), ('Arrest', 0.84032774), ('Stealing', 0.8302033), ('Robbery', 0.82753503), ('Shoplifting', 0.738606)]
Fighting032: [('Explosion', 0.94082654), ('Assault', 0.9362216), ('Fighting', 0.9319645), ('Abuse', 0.92747885), ('Shooting', 0.92690504), ('Arrest', 0.9218538), ('Stealing', 0.9131175), ('Normal Videos', 0.90266365), ('Burglary', 0.87997854), ('Road Accidents', 0.8760026), ('Robbery', 0.8447662), ('Arson', 0.843197), ('Vandalism', 0.83642495), ('Shoplifting', 0.7508656)]
Fighting015: [('Explosion', 0.926371), ('Assault', 0.9041713), ('Burglary', 0.90275776), ('Fighting', 0.9009324), ('Shooting', 0.9001185), ('Abuse', 0.8963438), ('Normal Videos', 0.89425784), ('Arrest', 0.8942381), ('Road Accidents', 0.88877356), ('Stealing', 0.88754165), ('Robbery', 0.86121565), ('Arson', 0.8600179), ('Vandalism', 0.84431744), ('Shoplifting', 0.76647055)]
Fighting012: [('Explosion', 0.86476505), ('Normal Videos', 0.8511699), ('Fighting', 0.84952635), ('Stealing', 0.8413783), ('Abuse', 0.83759665), ('Shooting', 0.8356112), ('Assault', 0.8315861), ('Arrest', 0.8296362), ('Burglary', 0.8278072), ('Road Accidents', 0.8218024), ('Vandalism', 0.811417), ('Robbery', 0.810328), ('Arson', 0.7887964), ('Shoplifting', 0.7524847)]
Fighting031: [('Explosion', 0.8559328), ('Normal Videos', 0.84189844), ('Fighting', 0.83983123), ('Burglary', 0.8389922), ('Road Accidents', 0.83839846), ('Shooting', 0.82954156), ('Stealing', 0.8259582), ('Abuse', 0.825743), ('Vandalism', 0.8251277), ('Assault', 0.8223297), ('Arrest', 0.8193913), ('Robbery', 0.81864357), ('Arson', 0.80622), ('Shoplifting', 0.7660407)]
Fighting016: [('Explosion', 0.926371), ('Assault', 0.9041713), ('Fighting', 0.9009324), ('Shooting', 0.9001185), ('Arrest', 0.8942381), ('Abuse', 0.8938963), ('Normal Videos', 0.89269775), ('Stealing', 0.88754165), ('Burglary', 0.88569343), ('Road Accidents', 0.87926006), ('Vandalism', 0.8596462), ('Arson', 0.8452492), ('Robbery', 0.8402732), ('Shoplifting', 0.75924015)]
Fighting011: [('Explosion', 0.8772504), ('Burglary', 0.8593428), ('Road Accidents', 0.8578322), ('Normal Videos', 0.85772115), ('Shooting', 0.8562155), ('Fighting', 0.85574543), ('Assault', 0.8540776), ('Arrest', 0.8504196), ('Abuse', 0.8471216), ('Stealing', 0.8422607), ('Arson', 0.83026266), ('Vandalism', 0.82224625), ('Robbery', 0.81768507), ('Shoplifting', 0.73946387)]
Fighting046: [('Assault', 0.95107275), ('Shooting', 0.94234467), ('Fighting', 0.94134396), ('Abuse', 0.9398988), ('Explosion', 0.9382038), ('Arrest', 0.9380439), ('Stealing', 0.9260427), ('Normal Videos', 0.9108111), ('Road Accidents', 0.873623), ('Burglary', 0.85846066), ('Vandalism', 0.8450079), ('Robbery', 0.841634), ('Arson', 0.83575684), ('Shoplifting', 0.76184374)]
Fighting048: [('Explosion', 0.92789394), ('Assault', 0.9209991), ('Shooting', 0.92056465), ('Arrest', 0.9080354), ('Abuse', 0.90733206), ('Fighting', 0.90304047), ('Road Accidents', 0.9002091), ('Normal Videos', 0.8970833), ('Stealing', 0.8901213), ('Burglary', 0.87553144), ('Robbery', 0.842455), ('Arson', 0.84181106), ('Vandalism', 0.83379024), ('Shoplifting', 0.7951292)]
Fighting014: [('Assault', 0.94327474), ('Shooting', 0.9381531), ('Explosion', 0.9359035), ('Fighting', 0.9329646), ('Abuse', 0.9318562), ('Arrest', 0.92881596), ('Stealing', 0.9258704), ('Normal Videos', 0.91135585), ('Burglary', 0.87422675), ('Road Accidents', 0.8684895), ('Robbery', 0.85025066), ('Arson', 0.84169924), ('Vandalism', 0.8341849), ('Shoplifting', 0.77817625)]
Fighting033: [('Fighting', 0.9232477), ('Explosion', 0.92277324), ('Assault', 0.9177363), ('Shooting', 0.9129647), ('Abuse', 0.912425), ('Stealing', 0.9073813), ('Arrest', 0.9059539), ('Normal Videos', 0.90160716), ('Road Accidents', 0.88209033), ('Burglary', 0.8571057), ('Robbery', 0.84311986), ('Arson', 0.8415226), ('Vandalism', 0.83766234), ('Shoplifting', 0.76083046)]
Fighting017: [('Explosion', 0.9051072), ('Road Accidents', 0.87809503), ('Fighting', 0.87473106), ('Assault', 0.8728744), ('Abuse', 0.87279), ('Burglary', 0.8725837), ('Normal Videos', 0.8719308), ('Shooting', 0.8682287), ('Arrest', 0.86148274), ('Stealing', 0.85620236), ('Vandalism', 0.84516954), ('Robbery', 0.8372773), ('Arson', 0.83412874), ('Shoplifting', 0.7850021)]
Fighting040: [('Explosion', 0.9290077), ('Assault', 0.92330587), ('Abuse', 0.92131114), ('Shooting', 0.9187392), ('Fighting', 0.9184767), ('Stealing', 0.9123), ('Arrest', 0.91176534), ('Normal Videos', 0.901848), ('Burglary', 0.884698), ('Road Accidents', 0.88080925), ('Vandalism', 0.8450666), ('Robbery', 0.84074104), ('Arson', 0.8329228), ('Shoplifting', 0.7617449)]
Fighting004: [('Explosion', 0.8734911), ('Normal Videos', 0.86370873), ('Fighting', 0.8563889), ('Shooting', 0.8503675), ('Abuse', 0.8496671), ('Road Accidents', 0.8463329), ('Assault', 0.8450147), ('Burglary', 0.8411353), ('Arrest', 0.8396639), ('Stealing', 0.83854157), ('Arson', 0.8179884), ('Vandalism', 0.8133122), ('Robbery', 0.80893034), ('Shoplifting', 0.7532535)]
Fighting034: [('Explosion', 0.853255), ('Normal Videos', 0.84304494), ('Road Accidents', 0.8349824), ('Fighting', 0.83019173), ('Burglary', 0.82410187), ('Abuse', 0.82399964), ('Stealing', 0.8208508), ('Shooting', 0.8207687), ('Assault', 0.8194112), ('Arrest', 0.81368494), ('Arson', 0.8056058), ('Vandalism', 0.80086946), ('Robbery', 0.7989807), ('Shoplifting', 0.7150159)]
Fighting022: [('Explosion', 0.92807114), ('Fighting', 0.90497506), ('Assault', 0.90074533), ('Abuse', 0.8975071), ('Shooting', 0.89651775), ('Arrest', 0.89221865), ('Stealing', 0.88165253), ('Normal Videos', 0.8749008), ('Road Accidents', 0.8635583), ('Burglary', 0.85211813), ('Vandalism', 0.82970405), ('Robbery', 0.8241744), ('Arson', 0.8188658), ('Shoplifting', 0.7607244)]
Fighting043: [('Explosion', 0.9161399), ('Assault', 0.9078942), ('Shooting', 0.9051821), ('Fighting', 0.90499306), ('Abuse', 0.9038494), ('Normal Videos', 0.8994863), ('Arrest', 0.8975173), ('Stealing', 0.8933904), ('Road Accidents', 0.88138705), ('Burglary', 0.86156225), ('Arson', 0.8405597), ('Robbery', 0.83828914), ('Vandalism', 0.8322655), ('Shoplifting', 0.7770433)]
Fighting049: [('Explosion', 0.93481827), ('Assault', 0.9273998), ('Fighting', 0.9255636), ('Shooting', 0.9204188), ('Abuse', 0.9197879), ('Arrest', 0.91774654), ('Stealing', 0.90558076), ('Normal Videos', 0.8988057), ('Road Accidents', 0.8660021), ('Robbery', 0.8381994), ('Arson', 0.83523595), ('Burglary', 0.83438814), ('Vandalism', 0.8037994), ('Shoplifting', 0.7361213)]
Fighting025: [('Explosion', 0.88582015), ('Normal Videos', 0.88405883), ('Burglary', 0.8643346), ('Shooting', 0.8614644), ('Fighting', 0.8612541), ('Road Accidents', 0.8578322), ('Assault', 0.8558897), ('Abuse', 0.85377073), ('Arrest', 0.84402275), ('Stealing', 0.8420154), ('Arson', 0.8403827), ('Vandalism', 0.8137076), ('Robbery', 0.8068752), ('Shoplifting', 0.7132441)]
Fighting020: [('Explosion', 0.9104941), ('Normal Videos', 0.90207267), ('Fighting', 0.89815307), ('Shooting', 0.89240384), ('Assault', 0.88931155), ('Abuse', 0.8892116), ('Road Accidents', 0.87963545), ('Stealing', 0.87582666), ('Arrest', 0.8734652), ('Burglary', 0.8697131), ('Arson', 0.84619486), ('Vandalism', 0.8459628), ('Robbery', 0.8394593), ('Shoplifting', 0.80585253)]
Fighting019: [('Abuse', 0.9292046), ('Assault', 0.92293215), ('Shooting', 0.92061985), ('Fighting', 0.9192339), ('Stealing', 0.91309965), ('Explosion', 0.91272813), ('Arrest', 0.9119258), ('Normal Videos', 0.90687126), ('Road Accidents', 0.8834736), ('Burglary', 0.86787224), ('Arson', 0.83620024), ('Vandalism', 0.82848716), ('Robbery', 0.82793367), ('Shoplifting', 0.71992254)]
Fighting010: [('Explosion', 0.9313182), ('Fighting', 0.9098821), ('Assault', 0.90611887), ('Abuse', 0.9051839), ('Shooting', 0.9028011), ('Normal Videos', 0.89922583), ('Arrest', 0.8940841), ('Stealing', 0.8903495), ('Road Accidents', 0.88147), ('Burglary', 0.8683923), ('Robbery', 0.8470079), ('Vandalism', 0.8394191), ('Arson', 0.8360678), ('Shoplifting', 0.8184273)]
Fighting038: [('Fighting', 0.8841052), ('Explosion', 0.8836127), ('Shooting', 0.88292277), ('Assault', 0.87845933), ('Abuse', 0.87614524), ('Arrest', 0.8747948), ('Stealing', 0.87314796), ('Normal Videos', 0.87127423), ('Road Accidents', 0.8574562), ('Burglary', 0.85465753), ('Vandalism', 0.83952487), ('Robbery', 0.811657), ('Arson', 0.807183), ('Shoplifting', 0.73812175)]
Fighting007: [('Fighting', 0.9250886), ('Explosion', 0.9236758), ('Assault', 0.9161819), ('Shooting', 0.9144565), ('Abuse', 0.9097445), ('Arrest', 0.90856886), ('Stealing', 0.9055593), ('Normal Videos', 0.89609027), ('Road Accidents', 0.87244344), ('Burglary', 0.86589813), ('Robbery', 0.84543335), ('Vandalism', 0.83776724), ('Arson', 0.8325912), ('Shoplifting', 0.7671723)]
Fighting029: [('Explosion', 0.926371), ('Assault', 0.9041713), ('Fighting', 0.9009324), ('Shooting', 0.9001185), ('Burglary', 0.8955012), ('Arrest', 0.8942381), ('Abuse', 0.8938963), ('Normal Videos', 0.89269775), ('Stealing', 0.88754165), ('Road Accidents', 0.8649752), ('Vandalism', 0.8478014), ('Robbery', 0.84194756), ('Arson', 0.8400607), ('Shoplifting', 0.7723396)]
Fighting039: [('Explosion', 0.91367644), ('Fighting', 0.89691645), ('Stealing', 0.8903495), ('Abuse', 0.88639045), ('Assault', 0.88593256), ('Normal Videos', 0.88493294), ('Shooting', 0.88428867), ('Road Accidents', 0.8793479), ('Burglary', 0.8776176), ('Arrest', 0.8762233), ('Vandalism', 0.83467686), ('Arson', 0.8336578), ('Robbery', 0.83039415), ('Shoplifting', 0.7737794)]
Fighting008: [('Explosion', 0.9432696), ('Assault', 0.9413024), ('Fighting', 0.93760866), ('Arrest', 0.93445396), ('Shooting', 0.93382406), ('Abuse', 0.9288039), ('Stealing', 0.92664963), ('Normal Videos', 0.90415233), ('Burglary', 0.8994297), ('Road Accidents', 0.8973731), ('Vandalism', 0.8575687), ('Robbery', 0.85039115), ('Arson', 0.83388036), ('Shoplifting', 0.7885625)]
Fighting042: [('Explosion', 0.892549), ('Burglary', 0.88026416), ('Road Accidents', 0.8709233), ('Fighting', 0.86188495), ('Assault', 0.86123383), ('Shooting', 0.86120117), ('Normal Videos', 0.8567817), ('Arrest', 0.8538293), ('Abuse', 0.85193), ('Arson', 0.83859044), ('Stealing', 0.83522075), ('Vandalism', 0.8235822), ('Robbery', 0.810629), ('Shoplifting', 0.759228)]
Fighting047: [('Explosion', 0.9125072), ('Fighting', 0.90957975), ('Stealing', 0.90677506), ('Shooting', 0.9049109), ('Abuse', 0.90486777), ('Normal Videos', 0.90351355), ('Assault', 0.90214133), ('Arrest', 0.8937532), ('Road Accidents', 0.87153137), ('Burglary', 0.8587187), ('Robbery', 0.85208), ('Vandalism', 0.8499743), ('Arson', 0.83875287), ('Shoplifting', 0.7879008)]
Fighting030: [('Explosion', 0.90108633), ('Abuse', 0.8978414), ('Fighting', 0.89691645), ('Shooting', 0.89376074), ('Stealing', 0.8904431), ('Normal Videos', 0.8900207), ('Assault', 0.88616884), ('Arrest', 0.8851078), ('Road Accidents', 0.8659793), ('Burglary', 0.8445189), ('Robbery', 0.84123176), ('Vandalism', 0.83379954), ('Arson', 0.82803315), ('Shoplifting', 0.7672024)]
Fighting002: [('Explosion', 0.926371), ('Assault', 0.92569745), ('Shooting', 0.918949), ('Arrest', 0.9138445), ('Abuse', 0.9073596), ('Fighting', 0.90434796), ('Burglary', 0.89984596), ('Normal Videos', 0.89790773), ('Stealing', 0.88754165), ('Road Accidents', 0.87921476), ('Arson', 0.8502053), ('Robbery', 0.8385013), ('Vandalism', 0.8339299), ('Shoplifting', 0.72729707)]
Fighting051: [('Assault', 0.95107275), ('Shooting', 0.94234467), ('Fighting', 0.94134396), ('Abuse', 0.9398988), ('Explosion', 0.9382038), ('Arrest', 0.9380439), ('Stealing', 0.9260427), ('Normal Videos', 0.9124675), ('Road Accidents', 0.880764), ('Burglary', 0.87804425), ('Arson', 0.84548736), ('Robbery', 0.8414238), ('Vandalism', 0.8315665), ('Shoplifting', 0.77404046)]
Fighting013: [('Explosion', 0.8833871), ('Fighting', 0.8747759), ('Abuse', 0.8691673), ('Assault', 0.8657825), ('Normal Videos', 0.8636377), ('Shooting', 0.86060184), ('Arrest', 0.85864663), ('Stealing', 0.8577473), ('Road Accidents', 0.83571494), ('Burglary', 0.81932944), ('Robbery', 0.8149009), ('Vandalism', 0.8074664), ('Arson', 0.80602396), ('Shoplifting', 0.7671723)]
Fighting021: [('Explosion', 0.9297249), ('Fighting', 0.9228201), ('Assault', 0.91996217), ('Abuse', 0.91649354), ('Shooting', 0.9103101), ('Arrest', 0.9060293), ('Stealing', 0.90557945), ('Normal Videos', 0.8977871), ('Road Accidents', 0.8756516), ('Burglary', 0.86841357), ('Arson', 0.8427543), ('Robbery', 0.83946395), ('Vandalism', 0.83379954), ('Shoplifting', 0.7660366)]
Fighting035: [('Explosion', 0.94701385), ('Abuse', 0.9337472), ('Assault', 0.9337038), ('Shooting', 0.92720306), ('Fighting', 0.9265158), ('Arrest', 0.9234368), ('Stealing', 0.9231634), ('Normal Videos', 0.9145935), ('Road Accidents', 0.88409054), ('Burglary', 0.85483265), ('Robbery', 0.8484647), ('Vandalism', 0.847341), ('Arson', 0.837613), ('Shoplifting', 0.76487446)]
Fighting036: [('Explosion', 0.9210596), ('Assault', 0.91195846), ('Normal Videos', 0.91194814), ('Shooting', 0.9109286), ('Fighting', 0.9084547), ('Abuse', 0.9028443), ('Arrest', 0.8969254), ('Road Accidents', 0.89538115), ('Burglary', 0.8800774), ('Stealing', 0.8800687), ('Arson', 0.85817957), ('Robbery', 0.85294044), ('Vandalism', 0.851865), ('Shoplifting', 0.7887494)]
Fighting045: [('Explosion', 0.9376188), ('Shooting', 0.92588973), ('Assault', 0.92408603), ('Fighting', 0.92182404), ('Abuse', 0.91546816), ('Arrest', 0.9135263), ('Normal Videos', 0.91019404), ('Stealing', 0.9070749), ('Road Accidents', 0.87617874), ('Burglary', 0.8561595), ('Vandalism', 0.84516954), ('Robbery', 0.8372773), ('Arson', 0.82970774), ('Shoplifting', 0.7839664)]
Fighting005: [('Explosion', 0.8677721), ('Normal Videos', 0.8676677), ('Road Accidents', 0.86687195), ('Burglary', 0.859993), ('Shooting', 0.8460998), ('Fighting', 0.8331446), ('Assault', 0.83040917), ('Arrest', 0.82284254), ('Abuse', 0.81994724), ('Vandalism', 0.8181507), ('Arson', 0.81714016), ('Stealing', 0.8118099), ('Robbery', 0.78346455), ('Shoplifting', 0.694826)]
Fighting024: [('Assault', 0.94820225), ('Explosion', 0.9404368), ('Fighting', 0.9390342), ('Abuse', 0.9383204), ('Shooting', 0.93558556), ('Arrest', 0.93353075), ('Stealing', 0.9232024), ('Normal Videos', 0.9092021), ('Road Accidents', 0.89078134), ('Burglary', 0.8871498), ('Vandalism', 0.86833346), ('Arson', 0.8590274), ('Robbery', 0.85056573), ('Shoplifting', 0.7940632)]
Fighting009: [('Assault', 0.9474387), ('Explosion', 0.942894), ('Abuse', 0.94132495), ('Stealing', 0.93854666), ('Shooting', 0.93830997), ('Fighting', 0.9348603), ('Arrest', 0.9344957), ('Normal Videos', 0.9337461), ('Road Accidents', 0.8808221), ('Robbery', 0.8686841), ('Burglary', 0.8657), ('Vandalism', 0.84647816), ('Arson', 0.8456676), ('Shoplifting', 0.7567236)]
Fighting050: [('Assault', 0.94896984), ('Explosion', 0.94741446), ('Fighting', 0.9440241), ('Abuse', 0.94168866), ('Stealing', 0.9382477), ('Shooting', 0.93703586), ('Arrest', 0.9353888), ('Normal Videos', 0.91812694), ('Road Accidents', 0.88630736), ('Burglary', 0.8852401), ('Robbery', 0.876301), ('Vandalism', 0.8579949), ('Arson', 0.857532), ('Shoplifting', 0.8069024)]
Fighting028: [('Explosion', 0.8967296), ('Fighting', 0.88219416), ('Stealing', 0.88043463), ('Normal Videos', 0.8752731), ('Abuse', 0.8721666), ('Shooting', 0.87098026), ('Road Accidents', 0.86792934), ('Assault', 0.86586744), ('Burglary', 0.8657644), ('Arrest', 0.8639165), ('Robbery', 0.84194756), ('Arson', 0.8355208), ('Vandalism', 0.8135066), ('Shoplifting', 0.79257286)]
Fighting044: [('Explosion', 0.8951148), ('Fighting', 0.8681139), ('Normal Videos', 0.86644506), ('Burglary', 0.86589813), ('Road Accidents', 0.86240727), ('Abuse', 0.8594792), ('Shooting', 0.858979), ('Assault', 0.8570665), ('Arrest', 0.8505285), ('Stealing', 0.8474089), ('Vandalism', 0.83776724), ('Arson', 0.8230845), ('Robbery', 0.8201139), ('Shoplifting', 0.75824994)]
Fighting037: [('Explosion', 0.9207556), ('Assault', 0.90319), ('Fighting', 0.9000359), ('Shooting', 0.8970657), ('Arrest', 0.8952812), ('Road Accidents', 0.890826), ('Abuse', 0.8885081), ('Burglary', 0.8876289), ('Normal Videos', 0.8807287), ('Stealing', 0.8787863), ('Arson', 0.83692837), ('Vandalism', 0.8322655), ('Robbery', 0.81981313), ('Shoplifting', 0.7484536)]
Fighting003: [('Road Accidents', 0.839733), ('Burglary', 0.83966786), ('Explosion', 0.8202864), ('Vandalism', 0.80942845), ('Normal Videos', 0.8044386), ('Fighting', 0.796338), ('Shooting', 0.79002786), ('Abuse', 0.7841592), ('Assault', 0.7821899), ('Arrest', 0.78125), ('Stealing', 0.77852297), ('Arson', 0.7738699), ('Robbery', 0.76331115), ('Shoplifting', 0.7224686)]
Fighting006: [('Assault', 0.9283092), ('Explosion', 0.92547274), ('Shooting', 0.9231756), ('Arrest', 0.9189537), ('Fighting', 0.9185872), ('Abuse', 0.91574454), ('Stealing', 0.8995205), ('Normal Videos', 0.8903245), ('Burglary', 0.88622946), ('Road Accidents', 0.8851049), ('Arson', 0.845031), ('Vandalism', 0.8384303), ('Robbery', 0.8365376), ('Shoplifting', 0.76412433)]
Fighting041: [('Assault', 0.94920874), ('Explosion', 0.9422554), ('Abuse', 0.9380845), ('Shooting', 0.93453246), ('Arrest', 0.93368137), ('Fighting', 0.9317126), ('Stealing', 0.91690683), ('Normal Videos', 0.9058436), ('Burglary', 0.8956923), ('Road Accidents', 0.88552785), ('Robbery', 0.86350876), ('Arson', 0.8551315), ('Vandalism', 0.8429769), ('Shoplifting', 0.76699007)]
Fighting026: [('Fighting', 0.94437623), ('Assault', 0.9364456), ('Abuse', 0.93403697), ('Explosion', 0.93278986), ('Shooting', 0.92904747), ('Stealing', 0.92687607), ('Arrest', 0.92283434), ('Normal Videos', 0.9098563), ('Burglary', 0.891611), ('Road Accidents', 0.8785056), ('Vandalism', 0.85480905), ('Robbery', 0.8527317), ('Arson', 0.8442414), ('Shoplifting', 0.78669274)]
Fighting027: [('Explosion', 0.9176836), ('Assault', 0.9083528), ('Fighting', 0.9083303), ('Shooting', 0.90677136), ('Abuse', 0.9015009), ('Normal Videos', 0.8976015), ('Arrest', 0.89160717), ('Stealing', 0.8903495), ('Road Accidents', 0.8754577), ('Burglary', 0.86549413), ('Vandalism', 0.84458375), ('Arson', 0.8367649), ('Robbery', 0.83437926), ('Shoplifting', 0.80047655)]
Fighting018: [('Explosion', 0.8841059), ('Normal Videos', 0.8696368), ('Road Accidents', 0.8609422), ('Shooting', 0.8589187), ('Fighting', 0.8573791), ('Abuse', 0.85706294), ('Assault', 0.8508605), ('Burglary', 0.85085326), ('Arrest', 0.8450849), ('Stealing', 0.8448869), ('Vandalism', 0.83115745), ('Arson', 0.8283904), ('Robbery', 0.8179864), ('Shoplifting', 0.74490494)]
Stealing084: [('Explosion', 0.90081966), ('Burglary', 0.8819688), ('Normal Videos', 0.8792212), ('Fighting', 0.8750936), ('Assault', 0.87026644), ('Abuse', 0.86715066), ('Shooting', 0.86470306), ('Stealing', 0.8627492), ('Road Accidents', 0.8621355), ('Arrest', 0.85720694), ('Robbery', 0.83957994), ('Vandalism', 0.8340819), ('Arson', 0.83091825), ('Shoplifting', 0.75708264)]
