RoadAccidents055: [('Road Accidents', 0.07695595175027847), ('Vandalism', 0.07571670413017273), ('Burglary', 0.07565369457006454), ('Explosion', 0.07453817874193192), ('Normal Videos', 0.07420826703310013), ('Shooting', 0.07357527315616608), ('Arson', 0.07259051501750946), ('Assault', 0.07252202928066254), ('Fighting', 0.07233685255050659), ('Arrest', 0.07230823487043381), ('Abuse', 0.07222224771976471), ('Robbery', 0.07170618325471878), ('Stealing', 0.07137943804264069), ('Shoplifting', 0.06861807405948639)]
Fighting030: [('Road Accidents', 0.07496079057455063), ('Explosion', 0.07468010485172272), ('Fighting', 0.07436934858560562), ('Abuse', 0.07429158687591553), ('Normal Videos', 0.07401061058044434), ('Shooting', 0.07398904114961624), ('Stealing', 0.0738825723528862), ('Assault', 0.07342945784330368), ('Arrest', 0.07335158437490463), ('Vandalism', 0.07262574881315231), ('Robbery', 0.072450190782547), ('Arson', 0.07236751168966293), ('Burglary', 0.07225210964679718), ('Shoplifting', 0.07059600204229355)]
Fighting002: [('Burglary', 0.07641857117414474), ('Explosion', 0.07565406709909439), ('Assault', 0.07557723671197891), ('Shooting', 0.07506892830133438), ('Arrest', 0.07468671351671219), ('Abuse', 0.07420394569635391), ('Normal Videos', 0.07412052154541016), ('Road Accidents', 0.07403465360403061), ('Fighting', 0.07398080080747604), ('Stealing', 0.07277277112007141), ('Vandalism', 0.07243262976408005), ('Robbery', 0.07161983102560043), ('Arson', 0.07145298272371292), ('Shoplifting', 0.06680203974246979)]
Fighting051: [('Burglary', 0.07872875779867172), ('Vandalism', 0.07836034893989563), ('Road Accidents', 0.07676829397678375), ('Assault', 0.0766235813498497), ('Shoplifting', 0.07599406689405441), ('Shooting', 0.07595771551132202), ('Explosion', 0.07589306682348251), ('Fighting', 0.07588174194097519), ('Abuse', 0.07577215880155563), ('Arrest', 0.07563173770904541), ('Stealing', 0.07472949475049973), ('Robbery', 0.07445541024208069), ('Normal Videos', 0.07419507205486298), ('Arson', 0.07306486368179321)]
Fighting013: [('Vandalism', 0.07506076246500015), ('Explosion', 0.07473975419998169), ('Burglary', 0.07426762580871582), ('Normal Videos', 0.07418329268693924), ('Fighting', 0.07409891486167908), ('Abuse', 0.07368449121713638), ('Road Accidents', 0.07357386499643326), ('Shooting', 0.07343680411577225), ('Assault', 0.07343550771474838), ('Robbery', 0.07327550649642944), ('Arrest', 0.07291334122419357), ('Stealing', 0.07284780591726303), ('Shoplifting', 0.07223714888095856), ('Arson', 0.0721622034907341)]
Fighting021: [('Burglary', 0.07681195437908173), ('Explosion', 0.07556375861167908), ('Normal Videos', 0.07493318617343903), ('Road Accidents', 0.0749029591679573), ('Fighting', 0.0747954472899437), ('Assault', 0.07454097270965576), ('Abuse', 0.07428286224603653), ('Vandalism', 0.07423586398363113), ('Shooting', 0.07401169836521149), ('Stealing', 0.0738825723528862), ('Arrest', 0.07367787510156631), ('Robbery', 0.07230191677808762), ('Arson', 0.0712924376130104), ('Shoplifting', 0.07059600204229355)]
Fighting035: [('Explosion', 0.075800321996212), ('Abuse', 0.07480134814977646), ('Assault', 0.0747980996966362), ('Burglary', 0.07470305263996124), ('Vandalism', 0.0746375247836113), ('Normal Videos', 0.07456222176551819), ('Road Accidents', 0.07452371716499329), ('Shooting', 0.0743134394288063), ('Fighting', 0.07426238059997559), ('Arrest', 0.07403407990932465), ('Stealing', 0.0740138366818428), ('Robbery', 0.07235818356275558), ('Arson', 0.07215449213981628), ('Shoplifting', 0.07120637595653534)]
Fighting036: [('Burglary', 0.07812011241912842), ('Vandalism', 0.07793250679969788), ('Road Accidents', 0.07676094770431519), ('Explosion', 0.07507601380348206), ('Shoplifting', 0.07495661824941635), ('Normal Videos', 0.07459186017513275), ('Shooting', 0.07451584935188293), ('Assault', 0.07417360693216324), ('Fighting', 0.07395784556865692), ('Robbery', 0.07348618656396866), ('Abuse', 0.07345952838659286), ('Arrest', 0.0732245072722435), ('Arson', 0.07266967743635178), ('Stealing', 0.07246802002191544)]
Fighting045: [('Vandalism', 0.07717899233102798), ('Explosion', 0.07598031312227249), ('Assault', 0.07559104263782501), ('Abuse', 0.07534414529800415), ('Fighting', 0.07531103491783142), ('Burglary', 0.07510949671268463), ('Shooting', 0.07509434223175049), ('Road Accidents', 0.07505688816308975), ('Arrest', 0.0748736634850502), ('Stealing', 0.07423559576272964), ('Normal Videos', 0.07396567612886429), ('Shoplifting', 0.07375171780586243), ('Robbery', 0.07313687354326248), ('Arson', 0.07128509879112244)]
Fighting005: [('Burglary', 0.0780172348022461), ('Vandalism', 0.07778318971395493), ('Road Accidents', 0.07632526755332947), ('Normal Videos', 0.07613819092512131), ('Shoplifting', 0.0761011615395546), ('Explosion', 0.07560606300830841), ('Shooting', 0.07451362907886505), ('Robbery', 0.07431528717279434), ('Fighting', 0.07355452328920364), ('Assault', 0.0731821209192276), ('Arrest', 0.0728006437420845), ('Arson', 0.07256323099136353), ('Abuse', 0.07240421324968338), ('Stealing', 0.07164198160171509)]
Fighting024: [('Assault', 0.07639722526073456), ('Explosion', 0.07580626755952835), ('Normal Videos', 0.07570873200893402), ('Fighting', 0.07570001482963562), ('Burglary', 0.07568883150815964), ('Abuse', 0.07564599812030792), ('Shooting', 0.07543940097093582), ('Arrest', 0.07528454810380936), ('Road Accidents', 0.07451473921537399), ('Stealing', 0.07451097667217255), ('Vandalism', 0.0743732899427414), ('Robbery', 0.07363159209489822), ('Shoplifting', 0.0721198320388794), ('Arson', 0.07181888073682785)]
Fighting009: [('Assault', 0.0769018679857254), ('Shooting', 0.07620304822921753), ('Explosion', 0.07618453353643417), ('Abuse', 0.07593493163585663), ('Arrest', 0.07591293752193451), ('Fighting', 0.07590548694133759), ('Stealing', 0.07489767670631409), ('Normal Videos', 0.07417332381010056), ('Burglary', 0.07305976003408432), ('Road Accidents', 0.07301372289657593), ('Vandalism', 0.07170367985963821), ('Robbery', 0.07107894867658615), ('Arson', 0.06987948715686798), ('Shoplifting', 0.06694992631673813)]
Fighting050: [('Shoplifting', 0.08056523650884628), ('Burglary', 0.07701631635427475), ('Robbery', 0.07657304406166077), ('Assault', 0.07639722526073456), ('Explosion', 0.07580626755952835), ('Fighting', 0.07570001482963562), ('Abuse', 0.07565975934267044), ('Shooting', 0.07543940097093582), ('Road Accidents', 0.07541660219430923), ('Stealing', 0.07540786266326904), ('Arrest', 0.07528454810380936), ('Vandalism', 0.07502539455890656), ('Normal Videos', 0.07421974092721939), ('Arson', 0.07334975153207779)]
Fighting028: [('Shoplifting', 0.0772780179977417), ('Robbery', 0.07599184662103653), ('Burglary', 0.07562470436096191), ('Explosion', 0.07498226314783096), ('Vandalism', 0.07497727870941162), ('Normal Videos', 0.07422438263893127), ('Fighting', 0.07393594831228256), ('Stealing', 0.07380597293376923), ('Road Accidents', 0.07369715720415115), ('Abuse', 0.07319825142621994), ('Shooting', 0.07311147451400757), ('Assault', 0.07270349562168121), ('Arrest', 0.07259684801101685), ('Arson', 0.07197020202875137)]
Fighting044: [('Burglary', 0.07903549820184708), ('Vandalism', 0.07793250679969788), ('Road Accidents', 0.07676094770431519), ('Explosion', 0.07501452416181564), ('Normal Videos', 0.07446805387735367), ('Shoplifting', 0.07371367514133453), ('Robbery', 0.07342004030942917), ('Abuse', 0.07340512424707413), ('Fighting', 0.07328764349222183), ('Stealing', 0.07293932884931564), ('Shooting', 0.0728854387998581), ('Arson', 0.07245322316884995), ('Assault', 0.07241185009479523), ('Arrest', 0.0722881406545639)]
Fighting037: [('Burglary', 0.07641477882862091), ('Vandalism', 0.07610517740249634), ('Explosion', 0.07585136592388153), ('Road Accidents', 0.07501819729804993), ('Assault', 0.07453062385320663), ('Fighting', 0.07429592311382294), ('Shooting', 0.07407557219266891), ('Arrest', 0.07394350320100784), ('Arson', 0.07393903285264969), ('Abuse', 0.07344436645507812), ('Normal Videos', 0.0730489045381546), ('Stealing', 0.0727338120341301), ('Robbery', 0.07250532507896423), ('Shoplifting', 0.0721401646733284)]
Fighting003: [('Road Accidents', 0.07618619501590729), ('Burglary', 0.07618123292922974), ('Vandalism', 0.07504250854253769), ('Explosion', 0.07502761483192444), ('Normal Videos', 0.0734461173415184), ('Robbery', 0.07310561835765839), ('Fighting', 0.07299928367137909), ('Shoplifting', 0.07275348156690598), ('Shooting', 0.07265611737966537), ('Assault', 0.07260677963495255), ('Arrest', 0.07204250246286392), ('Abuse', 0.07187122106552124), ('Stealing', 0.07156717032194138), ('Arson', 0.0713300108909607)]
Fighting006: [('Assault', 0.07521552592515945), ('Explosion', 0.07513736933469772), ('Shooting', 0.07483039051294327), ('Arrest', 0.07451512664556503), ('Fighting', 0.07448782026767731), ('Road Accidents', 0.07447144389152527), ('Abuse', 0.0742763802409172), ('Burglary', 0.07422514259815216), ('Normal Videos', 0.07405924052000046), ('Robbery', 0.07321517914533615), ('Vandalism', 0.07314758002758026), ('Stealing', 0.07308103889226913), ('Shoplifting', 0.07250533998012543), ('Arson', 0.07122931629419327)]
Fighting041: [('Burglary', 0.07971864193677902), ('Vandalism', 0.07735074311494827), ('Road Accidents', 0.07672981172800064), ('Assault', 0.07590483129024506), ('Explosion', 0.07564034312963486), ('Fighting', 0.07530972361564636), ('Abuse', 0.07514350116252899), ('Shooting', 0.07479896396398544), ('Arrest', 0.07473532855510712), ('Stealing', 0.07423627376556396), ('Normal Videos', 0.07406763732433319), ('Arson', 0.07347323000431061), ('Robbery', 0.07299559563398361), ('Shoplifting', 0.06984130293130875)]
Fighting026: [('Fighting', 0.07576995342969894), ('Shooting', 0.07573429495096207), ('Normal Videos', 0.07561881095170975), ('Assault', 0.07549600303173065), ('Abuse', 0.07519916445016861), ('Explosion', 0.07505989819765091), ('Road Accidents', 0.07496079057455063), ('Burglary', 0.07470111548900604), ('Arrest', 0.07446201145648956), ('Stealing', 0.07445549964904785), ('Arson', 0.07347298413515091), ('Vandalism', 0.07303471863269806), ('Robbery', 0.07219170778989792), ('Shoplifting', 0.06881370395421982)]
Fighting027: [('Road Accidents', 0.07817282527685165), ('Burglary', 0.07644428312778473), ('Vandalism', 0.07587946951389313), ('Explosion', 0.07510831207036972), ('Normal Videos', 0.07477173209190369), ('Shoplifting', 0.0746384710073471), ('Assault', 0.07441075146198273), ('Fighting', 0.07440908253192902), ('Shooting', 0.07429316639900208), ('Robbery', 0.07400510460138321), ('Abuse', 0.07390263676643372), ('Stealing', 0.0738825723528862), ('Arrest', 0.07317507266998291), ('Arson', 0.0726962760090828)]
Fighting018: [('Burglary', 0.07617641985416412), ('Explosion', 0.07543151825666428), ('Vandalism', 0.07540303468704224), ('Road Accidents', 0.07503137737512589), ('Robbery', 0.07406633347272873), ('Normal Videos', 0.07404294610023499), ('Shooting', 0.07371027767658234), ('Shoplifting', 0.07368248701095581), ('Fighting', 0.07331422716379166), ('Assault', 0.07311853021383286), ('Arson', 0.0731097087264061), ('Abuse', 0.07253726571798325), ('Arrest', 0.07193933427333832), ('Stealing', 0.07163539528846741)]
Stealing084: [('Burglary', 0.07680754363536835), ('Vandalism', 0.0764019712805748), ('Explosion', 0.0755378007888794), ('Road Accidents', 0.07475235313177109), ('Normal Videos', 0.07427524030208588), ('Fighting', 0.0734655037522316), ('Assault', 0.07326477766036987), ('Shooting', 0.07319626957178116), ('Stealing', 0.07319092750549316), ('Abuse', 0.07286091148853302), ('Arrest', 0.07284388691186905), ('Robbery', 0.07262782752513885), ('Arson', 0.07231377065181732), ('Shoplifting', 0.07135633379220963)]
Stealing067: [('Explosion', 0.0760236606001854), ('Assault', 0.07551147043704987), ('Fighting', 0.0749380886554718), ('Abuse', 0.07491225004196167), ('Shooting', 0.07487280666828156), ('Arrest', 0.07460346072912216), ('Stealing', 0.07427015155553818), ('Burglary', 0.0739818885922432), ('Road Accidents', 0.07361313700675964), ('Robbery', 0.07322851568460464), ('Normal Videos', 0.07317019253969193), ('Vandalism', 0.07281491905450821), ('Arson', 0.07079939544200897), ('Shoplifting', 0.07005354017019272)]
Stealing075: [('Explosion', 0.07575113326311111), ('Assault', 0.07533728331327438), ('Shooting', 0.07504275441169739), ('Abuse', 0.07477058470249176), ('Fighting', 0.07473907619714737), ('Arrest', 0.07452356815338135), ('Stealing', 0.07441483438014984), ('Burglary', 0.07433072477579117), ('Road Accidents', 0.07415206730365753), ('Normal Videos', 0.07351374626159668), ('Vandalism', 0.07340707629919052), ('Robbery', 0.07173128426074982), ('Arson', 0.07060790061950684), ('Shoplifting', 0.06845095008611679)]
Stealing030: [('Burglary', 0.07830603420734406), ('Road Accidents', 0.07711384445428848), ('Vandalism', 0.07557579129934311), ('Explosion', 0.07441815733909607), ('Normal Videos', 0.07337025552988052), ('Shooting', 0.07330533117055893), ('Assault', 0.07322632521390915), ('Arrest', 0.07267817109823227), ('Abuse', 0.0726642906665802), ('Arson', 0.07263120263814926), ('Fighting', 0.07239776104688644), ('Stealing', 0.07168193906545639), ('Robbery', 0.07037261128425598), ('Shoplifting', 0.0643215999007225)]
Stealing045: [('Burglary', 0.07713037729263306), ('Explosion', 0.07582639902830124), ('Vandalism', 0.0756593644618988), ('Shooting', 0.07521885633468628), ('Assault', 0.07510025054216385), ('Fighting', 0.07462388277053833), ('Abuse', 0.07430609315633774), ('Arrest', 0.07410787045955658), ('Road Accidents', 0.07404113560914993), ('Robbery', 0.0737394392490387), ('Normal Videos', 0.0734134390950203), ('Stealing', 0.0734061598777771), ('Arson', 0.07216183096170425), ('Shoplifting', 0.07003094255924225)]
Stealing113: [('Burglary', 0.07577141374349594), ('Explosion', 0.07518816739320755), ('Assault', 0.07373323291540146), ('Vandalism', 0.07356234639883041), ('Abuse', 0.07348242402076721), ('Fighting', 0.07347609102725983), ('Normal Videos', 0.0733630582690239), ('Shooting', 0.07332155853509903), ('Road Accidents', 0.07326275110244751), ('Stealing', 0.07301018387079239), ('Arrest', 0.07295762002468109), ('Robbery', 0.0725376084446907), ('Arson', 0.0716046467423439), ('Shoplifting', 0.0707293450832367)]
Stealing095: [('Burglary', 0.07873375713825226), ('Vandalism', 0.07636737823486328), ('Road Accidents', 0.07535344362258911), ('Explosion', 0.07426628470420837), ('Shoplifting', 0.07351554185152054), ('Robbery', 0.07300284504890442), ('Normal Videos', 0.07242916524410248), ('Arson', 0.07174647599458694), ('Fighting', 0.07150521874427795), ('Shooting', 0.07129741460084915), ('Abuse', 0.07111626118421555), ('Assault', 0.07097512483596802), ('Stealing', 0.07077997177839279), ('Arrest', 0.07068269699811935)]
Stealing079: [('Burglary', 0.07742294669151306), ('Vandalism', 0.07690040022134781), ('Road Accidents', 0.07544554769992828), ('Explosion', 0.07494071871042252), ('Shoplifting', 0.07486161589622498), ('Robbery', 0.0739738792181015), ('Normal Videos', 0.07360590249300003), ('Fighting', 0.07311064749956131), ('Abuse', 0.07283865660429001), ('Assault', 0.07282132655382156), ('Shooting', 0.07281868904829025), ('Stealing', 0.07264570146799088), ('Arrest', 0.07242809981107712), ('Arson', 0.07186323404312134)]
Stealing098: [('Explosion', 0.07539952546358109), ('Burglary', 0.07451177388429642), ('Normal Videos', 0.07448095828294754), ('Road Accidents', 0.07409285008907318), ('Shooting', 0.0740780457854271), ('Assault', 0.0734381377696991), ('Fighting', 0.07330959290266037), ('Vandalism', 0.07326086610555649), ('Stealing', 0.07309210300445557), ('Abuse', 0.07299330830574036), ('Arrest', 0.0727936178445816), ('Robbery', 0.07198318094015121), ('Arson', 0.07079280912876129), ('Shoplifting', 0.06766322255134583)]
Stealing105: [('Explosion', 0.07591510564088821), ('Assault', 0.07585031539201736), ('Shooting', 0.0751681998372078), ('Abuse', 0.07514475286006927), ('Fighting', 0.07504589855670929), ('Arrest', 0.07492005079984665), ('Road Accidents', 0.07490325719118118), ('Stealing', 0.0744989886879921), ('Normal Videos', 0.07427512854337692), ('Burglary', 0.07393575459718704), ('Vandalism', 0.07235836982727051), ('Robbery', 0.07171010226011276), ('Arson', 0.07111451774835587), ('Shoplifting', 0.06721547991037369)]
Stealing029: [('Explosion', 0.07330528646707535), ('Normal Videos', 0.07328275591135025), ('Burglary', 0.07324059307575226), ('Fighting', 0.07286665588617325), ('Vandalism', 0.07269736379384995), ('Road Accidents', 0.07259488105773926), ('Stealing', 0.0724509209394455), ('Abuse', 0.0718923956155777), ('Robbery', 0.07184890657663345), ('Shooting', 0.07131991535425186), ('Arson', 0.07043027132749557), ('Assault', 0.07036017626523972), ('Arrest', 0.07019460946321487), ('Shoplifting', 0.06924564391374588)]
Stealing088: [('Burglary', 0.07586792856454849), ('Explosion', 0.07575113326311111), ('Assault', 0.07541345804929733), ('Shooting', 0.07504275441169739), ('Fighting', 0.07489313930273056), ('Road Accidents', 0.07484492659568787), ('Arrest', 0.0748145654797554), ('Abuse', 0.07477058470249176), ('Stealing', 0.07441483438014984), ('Normal Videos', 0.07351374626159668), ('Vandalism', 0.07137789577245712), ('Arson', 0.07115383446216583), ('Robbery', 0.07029438018798828), ('Shoplifting', 0.0634961873292923)]
Stealing036: [('Vandalism', 0.07781563699245453), ('Shoplifting', 0.0768028274178505), ('Explosion', 0.07618240267038345), ('Burglary', 0.07615424692630768), ('Assault', 0.07545988261699677), ('Road Accidents', 0.07537372410297394), ('Abuse', 0.07451827824115753), ('Shooting', 0.07450886815786362), ('Fighting', 0.07447593659162521), ('Robbery', 0.07446745783090591), ('Arrest', 0.07439234107732773), ('Normal Videos', 0.07388023287057877), ('Stealing', 0.0733928233385086), ('Arson', 0.07179919630289078)]
Stealing028: [('Explosion', 0.07584310322999954), ('Vandalism', 0.07555519044399261), ('Burglary', 0.07520631700754166), ('Robbery', 0.074569471180439), ('Assault', 0.07416433840990067), ('Fighting', 0.07393259555101395), ('Road Accidents', 0.07380808144807816), ('Normal Videos', 0.07366092503070831), ('Shooting', 0.07365580648183823), ('Abuse', 0.07344203442335129), ('Arrest', 0.07338151335716248), ('Stealing', 0.07317972183227539), ('Shoplifting', 0.07315482199192047), ('Arson', 0.0722310021519661)]
