RoadAccidents055_x264: [('Road Accidents', 0.07655795), ('Vandalism', 0.07618109), ('Burglary', 0.07535075), ('Normal Videos', 0.07352999), ('Arson', 0.072182134), ('Explosion', 0.071565166), ('Robbery', 0.07052415), ('Shooting', 0.07033746), ('Abuse', 0.069441), ('Fighting', 0.069360316), ('Shoplifting', 0.0691673), ('Assault', 0.06883312), ('Arrest', 0.0687745), ('Stealing', 0.06819511)]
Shoplifting048_x264: [('Road Accidents', 0.07708213), ('Vandalism', 0.075927906), ('Burglary', 0.075851314), ('Shoplifting', 0.07541601), ('Normal Videos', 0.07344824), ('Arson', 0.07262868), ('Robbery', 0.072069235), ('Explosion', 0.0703761), ('Fighting', 0.069010764), ('Shooting', 0.0688354), ('Abuse', 0.068128884), ('Stealing', 0.06763846), ('Arrest', 0.06700681), ('Assault', 0.06658009)]
Shoplifting005_x264: [('Burglary', 0.07930484), ('Vandalism', 0.078141086), ('Road Accidents', 0.077960126), ('Shoplifting', 0.074604325), ('Normal Videos', 0.07362495), ('Arson', 0.073243126), ('Robbery', 0.07171267), ('Explosion', 0.07012891), ('Shooting', 0.06853084), ('Fighting', 0.06761156), ('Abuse', 0.066818774), ('Arrest', 0.06639736), ('Assault', 0.06596193), ('Stealing', 0.065959506)]
Shoplifting047_x264: [('Burglary', 0.076881714), ('Road Accidents', 0.076674074), ('Vandalism', 0.075344324), ('Normal Videos', 0.07348928), ('Arson', 0.07316977), ('Shoplifting', 0.07251086), ('Robbery', 0.071707666), ('Explosion', 0.070901215), ('Shooting', 0.069151916), ('Fighting', 0.069093734), ('Abuse', 0.068260655), ('Arrest', 0.067741506), ('Stealing', 0.06761821), ('Assault', 0.06745503)]
Shoplifting026_x264: [('Shoplifting', 0.08254514), ('Vandalism', 0.081779785), ('Burglary', 0.08064952), ('Road Accidents', 0.07706425), ('Arson', 0.0740992), ('Robbery', 0.07381894), ('Normal Videos', 0.071451835), ('Explosion', 0.06875548), ('Fighting', 0.06598228), ('Abuse', 0.06566994), ('Shooting', 0.065490685), ('Stealing', 0.06529584), ('Arrest', 0.0641327), ('Assault', 0.06326452)]
Shoplifting010_x264: [('Shoplifting', 0.0774522), ('Vandalism', 0.07732295), ('Road Accidents', 0.07728999), ('Burglary', 0.07642687), ('Arson', 0.07515955), ('Normal Videos', 0.07196455), ('Robbery', 0.07185683), ('Explosion', 0.069577985), ('Fighting', 0.06831066), ('Shooting', 0.06808295), ('Abuse', 0.06752765), ('Stealing', 0.06657724), ('Assault', 0.0663601), ('Arrest', 0.06609044)]
Shoplifting055_x264: [('Road Accidents', 0.07662536), ('Burglary', 0.07652411), ('Vandalism', 0.07547114), ('Shoplifting', 0.07402718), ('Arson', 0.07399085), ('Normal Videos', 0.07371267), ('Robbery', 0.071701206), ('Explosion', 0.07043737), ('Fighting', 0.0691474), ('Shooting', 0.06912919), ('Abuse', 0.067791805), ('Stealing', 0.06737016), ('Arrest', 0.06719051), ('Assault', 0.06688107)]
Shoplifting003_x264: [('Burglary', 0.076834016), ('Road Accidents', 0.076290496), ('Shoplifting', 0.07627064), ('Vandalism', 0.07549076), ('Arson', 0.07484715), ('Normal Videos', 0.07374883), ('Robbery', 0.07212663), ('Explosion', 0.07027081), ('Fighting', 0.0687742), ('Shooting', 0.06863262), ('Stealing', 0.06714572), ('Abuse', 0.06708142), ('Arrest', 0.0664098), ('Assault', 0.06607695)]
Shoplifting042_x264: [('Road Accidents', 0.07688225), ('Burglary', 0.07655649), ('Vandalism', 0.074624926), ('Normal Videos', 0.07403065), ('Shoplifting', 0.073434), ('Arson', 0.07339236), ('Robbery', 0.071781315), ('Explosion', 0.07077092), ('Shooting', 0.06939559), ('Fighting', 0.068814784), ('Abuse', 0.06830126), ('Arrest', 0.0674729), ('Stealing', 0.067313366), ('Assault', 0.06722916)]
Shoplifting039_x264: [('Road Accidents', 0.07776654), ('Burglary', 0.07719481), ('Vandalism', 0.076555155), ('Shoplifting', 0.07544483), ('Arson', 0.073220655), ('Robbery', 0.072158165), ('Normal Videos', 0.07212202), ('Explosion', 0.070339136), ('Fighting', 0.06883245), ('Shooting', 0.06871876), ('Abuse', 0.06773118), ('Stealing', 0.06704097), ('Arrest', 0.06686832), ('Assault', 0.06600701)]
Shoplifting045_x264: [('Burglary', 0.079207756), ('Vandalism', 0.0785366), ('Shoplifting', 0.0775184), ('Road Accidents', 0.07715065), ('Arson', 0.07341595), ('Normal Videos', 0.073223285), ('Robbery', 0.072906464), ('Explosion', 0.06965021), ('Shooting', 0.06756637), ('Fighting', 0.067278616), ('Abuse', 0.06633626), ('Stealing', 0.0661499), ('Arrest', 0.06606315), ('Assault', 0.0649963)]
Shoplifting016_x264: [('Vandalism', 0.08054281), ('Burglary', 0.07933792), ('Shoplifting', 0.07878962), ('Road Accidents', 0.07816995), ('Arson', 0.0741653), ('Normal Videos', 0.07288201), ('Robbery', 0.07217381), ('Explosion', 0.0693168), ('Shooting', 0.06702936), ('Fighting', 0.06676366), ('Abuse', 0.06614408), ('Stealing', 0.06521202), ('Arrest', 0.06505639), ('Assault', 0.06441625)]
Shoplifting038_x264: [('Burglary', 0.07695526), ('Road Accidents', 0.07682521), ('Vandalism', 0.07581317), ('Shoplifting', 0.074200526), ('Arson', 0.07307391), ('Normal Videos', 0.07286887), ('Robbery', 0.07223614), ('Explosion', 0.0704771), ('Shooting', 0.06903426), ('Fighting', 0.06893865), ('Abuse', 0.06806341), ('Stealing', 0.067345165), ('Arrest', 0.06723572), ('Assault', 0.06693262)]
Shoplifting019_x264: [('Vandalism', 0.079583056), ('Burglary', 0.07857431), ('Road Accidents', 0.07748236), ('Shoplifting', 0.074272566), ('Arson', 0.07329548), ('Normal Videos', 0.072487295), ('Robbery', 0.07130832), ('Explosion', 0.070612185), ('Shooting', 0.06872705), ('Fighting', 0.067726225), ('Abuse', 0.0674748), ('Arrest', 0.06631712), ('Assault', 0.06630402), ('Stealing', 0.06583525)]
Shoplifting012_x264: [('Vandalism', 0.07928552), ('Road Accidents', 0.078428976), ('Burglary', 0.07754394), ('Shoplifting', 0.077079624), ('Arson', 0.07607542), ('Robbery', 0.07164931), ('Normal Videos', 0.07158528), ('Explosion', 0.06998274), ('Fighting', 0.06709114), ('Shooting', 0.06700745), ('Abuse', 0.06687758), ('Arrest', 0.06607588), ('Stealing', 0.065698296), ('Assault', 0.06561885)]
Shoplifting033_x264: [('Shoplifting', 0.081045024), ('Vandalism', 0.07993403), ('Burglary', 0.078791544), ('Road Accidents', 0.077283844), ('Arson', 0.07381059), ('Robbery', 0.07373954), ('Normal Videos', 0.072137244), ('Explosion', 0.06895519), ('Fighting', 0.0669818), ('Shooting', 0.06670968), ('Stealing', 0.06595612), ('Abuse', 0.06581018), ('Arrest', 0.06477652), ('Assault', 0.0640687)]
Shoplifting018_x264: [('Burglary', 0.07795591), ('Road Accidents', 0.07730233), ('Vandalism', 0.07643685), ('Normal Videos', 0.07385686), ('Arson', 0.07338613), ('Shoplifting', 0.071687944), ('Explosion', 0.070952654), ('Robbery', 0.07080698), ('Shooting', 0.068941884), ('Fighting', 0.068835385), ('Abuse', 0.068161905), ('Arrest', 0.06743094), ('Assault', 0.06736978), ('Stealing', 0.06687443)]
Shoplifting027_x264: [('Vandalism', 0.075685315), ('Road Accidents', 0.07535413), ('Arson', 0.07494531), ('Burglary', 0.07405945), ('Normal Videos', 0.07281681), ('Explosion', 0.07223345), ('Shoplifting', 0.07212268), ('Robbery', 0.06994401), ('Abuse', 0.06962363), ('Fighting', 0.069434986), ('Stealing', 0.06892178), ('Shooting', 0.06863564), ('Assault', 0.0681531), ('Arrest', 0.06806972)]
Shoplifting029_x264: [('Road Accidents', 0.0765862), ('Burglary', 0.0746945), ('Vandalism', 0.07436258), ('Normal Videos', 0.07365132), ('Arson', 0.07236524), ('Explosion', 0.07184686), ('Shooting', 0.07085498), ('Fighting', 0.07028369), ('Abuse', 0.06990803), ('Robbery', 0.06951729), ('Assault', 0.06950846), ('Arrest', 0.06916529), ('Shoplifting', 0.06893377), ('Stealing', 0.068321794)]
Shoplifting013_x264: [('Vandalism', 0.07772371), ('Burglary', 0.07732179), ('Road Accidents', 0.0758331), ('Arson', 0.07537007), ('Shoplifting', 0.0750592), ('Robbery', 0.07194163), ('Normal Videos', 0.07192115), ('Explosion', 0.07023856), ('Shooting', 0.068327226), ('Fighting', 0.06826603), ('Abuse', 0.067908905), ('Assault', 0.067038976), ('Stealing', 0.06703514), ('Arrest', 0.06601452)]
Shoplifting009_x264: [('Burglary', 0.07754244), ('Vandalism', 0.07748943), ('Road Accidents', 0.07745075), ('Arson', 0.07455183), ('Shoplifting', 0.074439965), ('Normal Videos', 0.072574824), ('Robbery', 0.07137754), ('Explosion', 0.069922306), ('Shooting', 0.06848554), ('Fighting', 0.06818888), ('Abuse', 0.06784672), ('Arrest', 0.06712841), ('Assault', 0.06652949), ('Stealing', 0.06647192)]
Shoplifting028_x264: [('Road Accidents', 0.07592578), ('Burglary', 0.07452533), ('Vandalism', 0.07410877), ('Normal Videos', 0.0738834), ('Arson', 0.072394416), ('Explosion', 0.07148096), ('Robbery', 0.071198724), ('Shoplifting', 0.07049028), ('Shooting', 0.070348755), ('Fighting', 0.069857515), ('Abuse', 0.06984092), ('Arrest', 0.06867777), ('Stealing', 0.068634145), ('Assault', 0.068633236)]
Shoplifting040_x264: [('Road Accidents', 0.07665188), ('Burglary', 0.07396659), ('Vandalism', 0.07391549), ('Normal Videos', 0.073388614), ('Shoplifting', 0.0732551), ('Arson', 0.072883055), ('Robbery', 0.071001664), ('Explosion', 0.07095371), ('Fighting', 0.07001059), ('Shooting', 0.069801204), ('Abuse', 0.06918002), ('Stealing', 0.068907246), ('Assault', 0.06807141), ('Arrest', 0.068013474)]
Shoplifting025_x264: [('Burglary', 0.07831643), ('Vandalism', 0.07761382), ('Road Accidents', 0.07659828), ('Shoplifting', 0.07577384), ('Normal Videos', 0.07413137), ('Arson', 0.07360875), ('Robbery', 0.071463145), ('Explosion', 0.06988076), ('Fighting', 0.06853458), ('Shooting', 0.06828343), ('Abuse', 0.067236), ('Arrest', 0.066246435), ('Stealing', 0.066174015), ('Assault', 0.06613912)]
Shoplifting007_x264: [('Road Accidents', 0.07840401), ('Burglary', 0.07797612), ('Vandalism', 0.07755789), ('Shoplifting', 0.07723232), ('Arson', 0.07442466), ('Robbery', 0.07203691), ('Normal Videos', 0.071653634), ('Explosion', 0.07015913), ('Fighting', 0.06804532), ('Shooting', 0.06765392), ('Abuse', 0.067105055), ('Stealing', 0.06629821), ('Arrest', 0.06579031), ('Assault', 0.065662555)]
Shoplifting024_x264: [('Burglary', 0.07735855), ('Road Accidents', 0.0768881), ('Vandalism', 0.07609208), ('Normal Videos', 0.07413334), ('Arson', 0.07263586), ('Shoplifting', 0.07246989), ('Robbery', 0.071636096), ('Explosion', 0.07058832), ('Shooting', 0.06950818), ('Fighting', 0.068750575), ('Abuse', 0.067937024), ('Arrest', 0.06747062), ('Stealing', 0.067300655), ('Assault', 0.0672307)]
Shoplifting043_x264: [('Shoplifting', 0.078104965), ('Vandalism', 0.07773727), ('Road Accidents', 0.07755965), ('Burglary', 0.0771975), ('Arson', 0.07433285), ('Normal Videos', 0.072943754), ('Robbery', 0.072470605), ('Explosion', 0.06982977), ('Fighting', 0.067584515), ('Shooting', 0.06736128), ('Abuse', 0.0671216), ('Stealing', 0.066713415), ('Arrest', 0.065891564), ('Assault', 0.065151215)]
Shoplifting053_x264: [('Shoplifting', 0.07978906), ('Vandalism', 0.079534195), ('Road Accidents', 0.07809928), ('Burglary', 0.07747226), ('Arson', 0.07429759), ('Normal Videos', 0.07358718), ('Robbery', 0.07232769), ('Explosion', 0.06895525), ('Shooting', 0.066956446), ('Fighting', 0.06679829), ('Abuse', 0.066551715), ('Stealing', 0.06619548), ('Arrest', 0.065116845), ('Assault', 0.06431864)]
Shoplifting014_x264: [('Burglary', 0.078966424), ('Vandalism', 0.07879729), ('Road Accidents', 0.0780066), ('Shoplifting', 0.07673456), ('Arson', 0.075070396), ('Normal Videos', 0.072347194), ('Robbery', 0.07123979), ('Explosion', 0.0703066), ('Shooting', 0.06778008), ('Fighting', 0.067469835), ('Abuse', 0.06662441), ('Stealing', 0.065742604), ('Arrest', 0.065653354), ('Assault', 0.06526089)]
Shoplifting034_x264: [('Burglary', 0.07782206), ('Vandalism', 0.077350534), ('Road Accidents', 0.07682631), ('Shoplifting', 0.07664486), ('Arson', 0.074599445), ('Normal Videos', 0.07372814), ('Robbery', 0.07207834), ('Explosion', 0.06949371), ('Fighting', 0.06792069), ('Shooting', 0.06790764), ('Abuse', 0.06702092), ('Stealing', 0.066779114), ('Arrest', 0.06628116), ('Assault', 0.06554707)]
Shoplifting015_x264: [('Burglary', 0.07846551), ('Road Accidents', 0.077851094), ('Vandalism', 0.077498145), ('Shoplifting', 0.076802656), ('Arson', 0.07451683), ('Robbery', 0.07269145), ('Normal Videos', 0.07227345), ('Explosion', 0.06963513), ('Fighting', 0.06791613), ('Shooting', 0.06782436), ('Abuse', 0.06703185), ('Stealing', 0.06608962), ('Arrest', 0.0660365), ('Assault', 0.0653673)]
Shoplifting044_x264: [('Burglary', 0.07717931), ('Vandalism', 0.07695643), ('Road Accidents', 0.0768457), ('Shoplifting', 0.07604719), ('Arson', 0.07495848), ('Normal Videos', 0.073059045), ('Robbery', 0.072169274), ('Explosion', 0.06964449), ('Shooting', 0.06852684), ('Fighting', 0.06788801), ('Abuse', 0.06739476), ('Stealing', 0.06675984), ('Arrest', 0.0665415), ('Assault', 0.06602912)]
Fighting023_x264: [('Road Accidents', 0.07691943), ('Vandalism', 0.07685043), ('Burglary', 0.07590643), ('Shoplifting', 0.07500934), ('Normal Videos', 0.07439016), ('Arson', 0.07363674), ('Robbery', 0.07230712), ('Explosion', 0.070135675), ('Shooting', 0.06889088), ('Fighting', 0.06810075), ('Abuse', 0.06767578), ('Stealing', 0.067273125), ('Arrest', 0.066615894), ('Assault', 0.06628817)]
Fighting032_x264: [('Burglary', 0.07807198), ('Vandalism', 0.07782033), ('Road Accidents', 0.07706068), ('Shoplifting', 0.07661294), ('Arson', 0.07414454), ('Robbery', 0.073262274), ('Normal Videos', 0.073187485), ('Explosion', 0.06948393), ('Shooting', 0.06779546), ('Fighting', 0.06740763), ('Abuse', 0.06684377), ('Stealing', 0.06656875), ('Arrest', 0.06624003), ('Assault', 0.06550015)]
Fighting015_x264: [('Road Accidents', 0.077261284), ('Vandalism', 0.07696798), ('Shoplifting', 0.07615328), ('Burglary', 0.07612153), ('Arson', 0.074433014), ('Normal Videos', 0.071930714), ('Robbery', 0.07157803), ('Explosion', 0.07010741), ('Fighting', 0.06902681), ('Shooting', 0.06833303), ('Abuse', 0.06811247), ('Stealing', 0.06689534), ('Assault', 0.066731155), ('Arrest', 0.06634793)]
Fighting012_x264: [('Shoplifting', 0.080297366), ('Vandalism', 0.08022185), ('Burglary', 0.07846656), ('Road Accidents', 0.076617405), ('Robbery', 0.073436394), ('Arson', 0.07327207), ('Normal Videos', 0.07261665), ('Explosion', 0.06916809), ('Fighting', 0.06704991), ('Shooting', 0.06665648), ('Stealing', 0.0666081), ('Abuse', 0.066134706), ('Arrest', 0.06539685), ('Assault', 0.06405754)]
Fighting031_x264: [('Burglary', 0.07766974), ('Road Accidents', 0.077218354), ('Vandalism', 0.07718918), ('Shoplifting', 0.0761286), ('Arson', 0.07425857), ('Normal Videos', 0.07212357), ('Robbery', 0.07203777), ('Explosion', 0.07006661), ('Fighting', 0.06870069), ('Shooting', 0.067904934), ('Abuse', 0.067232706), ('Stealing', 0.066961266), ('Arrest', 0.06650018), ('Assault', 0.06600776)]
Fighting016_x264: [('Burglary', 0.07689554), ('Road Accidents', 0.07680597), ('Vandalism', 0.075893804), ('Shoplifting', 0.074288726), ('Arson', 0.07340635), ('Normal Videos', 0.07300639), ('Robbery', 0.07186606), ('Explosion', 0.07045979), ('Fighting', 0.069075055), ('Shooting', 0.069055125), ('Abuse', 0.067702726), ('Arrest', 0.06756777), ('Stealing', 0.06712944), ('Assault', 0.066847265)]
Fighting011_x264: [('Road Accidents', 0.07625999), ('Burglary', 0.07560096), ('Vandalism', 0.0749453), ('Arson', 0.07280225), ('Shoplifting', 0.071875185), ('Normal Videos', 0.07179258), ('Explosion', 0.07120423), ('Robbery', 0.07068511), ('Fighting', 0.07054758), ('Shooting', 0.06940582), ('Abuse', 0.06928562), ('Arrest', 0.068774566), ('Stealing', 0.068466075), ('Assault', 0.06835477)]
Fighting046_x264: [('Road Accidents', 0.07676104), ('Burglary', 0.07653461), ('Vandalism', 0.07632527), ('Shoplifting', 0.07538346), ('Normal Videos', 0.073219396), ('Arson', 0.073006295), ('Robbery', 0.07151799), ('Explosion', 0.07035497), ('Fighting', 0.069163375), ('Shooting', 0.06861966), ('Abuse', 0.06823585), ('Stealing', 0.067572914), ('Arrest', 0.06684895), ('Assault', 0.06645626)]
Fighting048_x264: [('Road Accidents', 0.07644809), ('Burglary', 0.07569234), ('Vandalism', 0.07559755), ('Arson', 0.07386203), ('Shoplifting', 0.07362001), ('Normal Videos', 0.073305376), ('Robbery', 0.071496285), ('Explosion', 0.070823535), ('Fighting', 0.069488645), ('Shooting', 0.068959996), ('Abuse', 0.06813338), ('Stealing', 0.06794696), ('Arrest', 0.06742345), ('Assault', 0.06720231)]
Fighting014_x264: [('Burglary', 0.07696045), ('Road Accidents', 0.0769205), ('Vandalism', 0.076005794), ('Arson', 0.07347256), ('Normal Videos', 0.073380314), ('Shoplifting', 0.07309312), ('Robbery', 0.07162069), ('Explosion', 0.07055247), ('Fighting', 0.06903178), ('Shooting', 0.069020845), ('Abuse', 0.06808339), ('Arrest', 0.06742999), ('Stealing', 0.06733746), ('Assault', 0.06709066)]
Fighting033_x264: [('Road Accidents', 0.07659187), ('Burglary', 0.07568019), ('Vandalism', 0.074458264), ('Normal Videos', 0.0729296), ('Arson', 0.072764374), ('Explosion', 0.07170692), ('Shoplifting', 0.0709254), ('Robbery', 0.0708649), ('Fighting', 0.07036841), ('Shooting', 0.07021623), ('Abuse', 0.068862975), ('Arrest', 0.06834308), ('Stealing', 0.068232164), ('Assault', 0.06805566)]
Fighting017_x264: [('Road Accidents', 0.0765533), ('Vandalism', 0.07574015), ('Burglary', 0.0756678), ('Normal Videos', 0.07373398), ('Arson', 0.07207161), ('Explosion', 0.07142871), ('Shoplifting', 0.071268655), ('Robbery', 0.07066771), ('Fighting', 0.069942445), ('Shooting', 0.06967552), ('Abuse', 0.06902598), ('Arrest', 0.06823607), ('Stealing', 0.0681082), ('Assault', 0.06787987)]
Fighting040_x264: [('Burglary', 0.076873876), ('Vandalism', 0.076452866), ('Road Accidents', 0.07631219), ('Normal Videos', 0.07424895), ('Arson', 0.073757656), ('Shoplifting', 0.073038176), ('Robbery', 0.07106566), ('Explosion', 0.07062453), ('Shooting', 0.069151856), ('Fighting', 0.06881602), ('Abuse', 0.06797869), ('Stealing', 0.06739281), ('Arrest', 0.06724836), ('Assault', 0.06703829)]
Fighting004_x264: [('Burglary', 0.07965766), ('Vandalism', 0.078954786), ('Road Accidents', 0.07823892), ('Shoplifting', 0.07624493), ('Arson', 0.07556338), ('Robbery', 0.07163532), ('Normal Videos', 0.070658416), ('Explosion', 0.06995316), ('Fighting', 0.06781266), ('Shooting', 0.0672585), ('Abuse', 0.06679077), ('Arrest', 0.06592251), ('Stealing', 0.0658568), ('Assault', 0.06545224)]
Fighting034_x264: [('Road Accidents', 0.07759766), ('Vandalism', 0.0762217), ('Burglary', 0.07524055), ('Arson', 0.07335986), ('Shoplifting', 0.07229851), ('Normal Videos', 0.07189775), ('Explosion', 0.07067739), ('Robbery', 0.07050506), ('Fighting', 0.06967334), ('Shooting', 0.06965335), ('Abuse', 0.068738535), ('Arrest', 0.068085186), ('Assault', 0.06803882), ('Stealing', 0.06801224)]
Fighting022_x264: [('Road Accidents', 0.075775385), ('Burglary', 0.07344367), ('Vandalism', 0.07321932), ('Normal Videos', 0.07296464), ('Arson', 0.071928926), ('Shoplifting', 0.07174726), ('Explosion', 0.07156405), ('Fighting', 0.07121484), ('Robbery', 0.07114272), ('Shooting', 0.0702108), ('Abuse', 0.06988761), ('Stealing', 0.06953179), ('Arrest', 0.06879047), ('Assault', 0.06857848)]
Fighting043_x264: [('Road Accidents', 0.07717599), ('Burglary', 0.07697211), ('Vandalism', 0.076888606), ('Shoplifting', 0.073810056), ('Arson', 0.07352863), ('Normal Videos', 0.071947016), ('Robbery', 0.07144335), ('Explosion', 0.070664786), ('Shooting', 0.06903128), ('Fighting', 0.06889788), ('Abuse', 0.06817425), ('Arrest', 0.06735789), ('Stealing', 0.06734137), ('Assault', 0.066766866)]
Fighting049_x264: [('Road Accidents', 0.07678609), ('Burglary', 0.07606934), ('Vandalism', 0.07522207), ('Shoplifting', 0.07323689), ('Arson', 0.07286924), ('Normal Videos', 0.07239553), ('Robbery', 0.07176605), ('Explosion', 0.070926644), ('Fighting', 0.06976476), ('Shooting', 0.06943963), ('Abuse', 0.06859764), ('Arrest', 0.06800772), ('Stealing', 0.067718446), ('Assault', 0.06719987)]
Fighting025_x264: [('Burglary', 0.07703802), ('Road Accidents', 0.07691724), ('Vandalism', 0.075410135), ('Normal Videos', 0.07398868), ('Arson', 0.07374122), ('Shoplifting', 0.073735386), ('Robbery', 0.07071541), ('Explosion', 0.0706276), ('Fighting', 0.069467865), ('Shooting', 0.068754666), ('Abuse', 0.06795657), ('Arrest', 0.067452595), ('Stealing', 0.06738297), ('Assault', 0.066811614)]
Fighting020_x264: [('Vandalism', 0.076670006), ('Road Accidents', 0.076617785), ('Burglary', 0.07598103), ('Shoplifting', 0.07469541), ('Arson', 0.072977625), ('Normal Videos', 0.072667785), ('Robbery', 0.07191065), ('Explosion', 0.07044218), ('Fighting', 0.06945414), ('Shooting', 0.068397924), ('Abuse', 0.06831652), ('Stealing', 0.06805505), ('Arrest', 0.06716882), ('Assault', 0.06664503)]
