RoadAccidents055_x264: [('Road Accidents', 0.6942875), ('Vandalism', 0.6893528), ('Burglary', 0.67839336), ('Normal Videos', 0.6539328), ('Arson', 0.6354321), ('Explosion', 0.6268479), ('Robbery', 0.61219466), ('Shooting', 0.60954404), ('Abuse', 0.596717), ('Fighting', 0.59555435), ('Shoplifting', 0.5927677), ('Assault', 0.58792454), ('Arrest', 0.58707255), ('Stealing', 0.5786124)]
Shoplifting024_x264: [('Burglary', 0.58904135), ('Road Accidents', 0.5829413), ('Vandalism', 0.57253444), ('Normal Videos', 0.5464556), ('Arson', 0.526049), ('Shoplifting', 0.5237614), ('Robbery', 0.51218927), ('Explosion', 0.49745494), ('Shooting', 0.4820347), ('Fighting', 0.4710754), ('Abuse', 0.45917144), ('Arrest', 0.45228243), ('Stealing', 0.44976026), ('Assault', 0.44872022)]
Shoplifting043_x264: [('Shoplifting', 0.40977424), ('Vandalism', 0.40505543), ('Road Accidents', 0.40276793), ('Burglary', 0.39808765), ('Arson', 0.36027354), ('Normal Videos', 0.3414093), ('Robbery', 0.33490163), ('Explosion', 0.297781), ('Fighting', 0.2650995), ('Shooting', 0.26179105), ('Abuse', 0.2582265), ('Stealing', 0.25212672), ('Arrest', 0.23973109), ('Assault', 0.22843161)]
Shoplifting053_x264: [('Shoplifting', 0.42452535), ('Vandalism', 0.4213261), ('Road Accidents', 0.4031198), ('Burglary', 0.39505896), ('Arson', 0.35321754), ('Normal Videos', 0.34360975), ('Robbery', 0.32634598), ('Explosion', 0.2785968), ('Shooting', 0.24918127), ('Fighting', 0.24681649), ('Abuse', 0.24311833), ('Stealing', 0.23775113), ('Arrest', 0.22132234), ('Assault', 0.20898849)]
Shoplifting014_x264: [('Burglary', 0.42914534), ('Vandalism', 0.42700112), ('Road Accidents', 0.41691613), ('Shoplifting', 0.4004748), ('Arson', 0.37854886), ('Normal Videos', 0.34159932), ('Robbery', 0.32617414), ('Explosion', 0.3129882), ('Shooting', 0.2763909), ('Fighting', 0.27180323), ('Abuse', 0.25919357), ('Stealing', 0.24586982), ('Arrest', 0.24451123), ('Assault', 0.23851547)]
Shoplifting034_x264: [('Burglary', 0.38331372), ('Vandalism', 0.37723625), ('Road Accidents', 0.37043598), ('Shoplifting', 0.36807135), ('Arson', 0.34102184), ('Normal Videos', 0.32927334), ('Robbery', 0.30664232), ('Explosion', 0.27012503), ('Fighting', 0.2472295), ('Shooting', 0.24703735), ('Abuse', 0.2338937), ('Stealing', 0.23027915), ('Arrest', 0.22279453), ('Assault', 0.21165732)]
Shoplifting015_x264: [('Burglary', 0.49420092), ('Road Accidents', 0.48633972), ('Vandalism', 0.4817958), ('Shoplifting', 0.4727811), ('Arson', 0.4425668), ('Robbery', 0.41776562), ('Normal Videos', 0.41199863), ('Explosion', 0.374811), ('Fighting', 0.3498154), ('Shooting', 0.3484633), ('Abuse', 0.33670974), ('Stealing', 0.32255355), ('Arrest', 0.32174945), ('Assault', 0.31156385)]
Shoplifting044_x264: [('Burglary', 0.4340878), ('Vandalism', 0.43119574), ('Road Accidents', 0.42975584), ('Shoplifting', 0.41931045), ('Arson', 0.4048908), ('Normal Videos', 0.37922433), ('Robbery', 0.36697078), ('Explosion', 0.33135995), ('Shooting', 0.3151819), ('Fighting', 0.3058157), ('Abuse', 0.29852366), ('Stealing', 0.2890581), ('Arrest', 0.28578222), ('Assault', 0.2780522)]
Fighting023_x264: [('Road Accidents', 0.54287106), ('Vandalism', 0.5419736), ('Burglary', 0.529614), ('Shoplifting', 0.5177252), ('Normal Videos', 0.50943625), ('Arson', 0.49925664), ('Robbery', 0.48103514), ('Explosion', 0.45054412), ('Shooting', 0.43263635), ('Fighting', 0.4211008), ('Abuse', 0.41484082), ('Stealing', 0.40887338), ('Arrest', 0.39905584), ('Assault', 0.39412397)]
Fighting032_x264: [('Burglary', 0.51042664), ('Vandalism', 0.5071981), ('Road Accidents', 0.49738848), ('Shoplifting', 0.4915614), ('Arson', 0.45881185), ('Robbery', 0.44684112), ('Normal Videos', 0.44581982), ('Explosion', 0.3938909), ('Shooting', 0.3692907), ('Fighting', 0.36355352), ('Abuse', 0.35515347), ('Stealing', 0.35103065), ('Arrest', 0.34608036), ('Assault', 0.33484778)]
Fighting015_x264: [('Road Accidents', 0.41629016), ('Vandalism', 0.41248667), ('Shoplifting', 0.40184528), ('Burglary', 0.40142834), ('Arson', 0.37899673), ('Normal Videos', 0.34480047), ('Robbery', 0.3398854), ('Explosion', 0.31912562), ('Fighting', 0.3035922), ('Shooting', 0.29349047), ('Abuse', 0.29025754), ('Stealing', 0.2722266), ('Assault', 0.26976907), ('Arrest', 0.26400965)]
Fighting012_x264: [('Shoplifting', 0.3991524), ('Vandalism', 0.39821148), ('Burglary', 0.37608814), ('Road Accidents', 0.35223982), ('Robbery', 0.30983526), ('Arson', 0.30759507), ('Normal Videos', 0.29860976), ('Explosion', 0.24995527), ('Fighting', 0.21885285), ('Shooting', 0.21296781), ('Stealing', 0.21224183), ('Abuse', 0.20510927), ('Arrest', 0.19388968), ('Assault', 0.17319721)]
Fighting031_x264: [('Burglary', 0.43256673), ('Road Accidents', 0.42673823), ('Vandalism', 0.42636025), ('Shoplifting', 0.4125251), ('Arson', 0.38765427), ('Normal Videos', 0.35848194), ('Robbery', 0.35729158), ('Explosion', 0.32954738), ('Fighting', 0.30986026), ('Shooting', 0.29820973), ('Abuse', 0.28826085), ('Stealing', 0.28421533), ('Arrest', 0.2773057), ('Assault', 0.26987335)]
Fighting016_x264: [('Burglary', 0.53876954), ('Road Accidents', 0.5376041), ('Vandalism', 0.5256567), ('Shoplifting', 0.5042808), ('Arson', 0.4923321), ('Normal Videos', 0.4868686), ('Robbery', 0.4711257), ('Explosion', 0.4513638), ('Fighting', 0.43151528), ('Shooting', 0.4312267), ('Abuse', 0.411448), ('Arrest', 0.40945274), ('Stealing', 0.40294436), ('Assault', 0.39873204)]
Fighting011_x264: [('Road Accidents', 0.5492856), ('Burglary', 0.54060614), ('Vandalism', 0.53189564), ('Arson', 0.50288403), ('Shoplifting', 0.4900682), ('Normal Videos', 0.48891824), ('Explosion', 0.48068935), ('Robbery', 0.47337204), ('Fighting', 0.47142455), ('Shooting', 0.45510775), ('Abuse', 0.4533745), ('Arrest', 0.44597113), ('Stealing', 0.44147557), ('Assault', 0.43984854)]
Fighting046_x264: [('Road Accidents', 0.5252927), ('Burglary', 0.52233857), ('Vandalism', 0.51959956), ('Shoplifting', 0.50718343), ('Normal Videos', 0.4780559), ('Arson', 0.47514114), ('Robbery', 0.4545446), ('Explosion', 0.43814886), ('Fighting', 0.42106697), ('Shooting', 0.41317454), ('Abuse', 0.40756556), ('Stealing', 0.3978027), ('Arrest', 0.3870311), ('Assault', 0.38113943)]
Fighting048_x264: [('Road Accidents', 0.4921978), ('Burglary', 0.48226285), ('Vandalism', 0.48100963), ('Arson', 0.45778477), ('Shoplifting', 0.4545027), ('Normal Videos', 0.45021987), ('Robbery', 0.4252313), ('Explosion', 0.4157772), ('Fighting', 0.3967492), ('Shooting', 0.38911244), ('Abuse', 0.37705308), ('Stealing', 0.3743133), ('Arrest', 0.3665787), ('Assault', 0.3632934)]
Fighting014_x264: [('Burglary', 0.53798497), ('Road Accidents', 0.53746575), ('Vandalism', 0.5255028), ('Arson', 0.49160528), ('Normal Videos', 0.49034894), ('Shoplifting', 0.48642746), ('Robbery', 0.46607727), ('Explosion', 0.45104992), ('Fighting', 0.42926034), ('Shooting', 0.4291018), ('Abuse', 0.41542652), ('Arrest', 0.40578318), ('Stealing', 0.40440995), ('Assault', 0.40073812)]
Fighting033_x264: [('Road Accidents', 0.66582096), ('Burglary', 0.6538464), ('Vandalism', 0.6375687), ('Normal Videos', 0.61682457), ('Arson', 0.6145565), ('Explosion', 0.59991723), ('Shoplifting', 0.5889586), ('Robbery', 0.5881052), ('Fighting', 0.5810745), ('Shooting', 0.57890946), ('Abuse', 0.5594486), ('Arrest', 0.5518703), ('Stealing', 0.5502461), ('Assault', 0.5476558)]
Fighting017_x264: [('Road Accidents', 0.61517245), ('Vandalism', 0.6044937), ('Burglary', 0.6035379), ('Normal Videos', 0.57764894), ('Arson', 0.5548455), ('Explosion', 0.54588515), ('Shoplifting', 0.5436418), ('Robbery', 0.5351739), ('Fighting', 0.5248579), ('Shooting', 0.52103424), ('Abuse', 0.5116681), ('Arrest', 0.5001584), ('Stealing', 0.49828288), ('Assault', 0.4949248)]
Fighting040_x264: [('Burglary', 0.5363115), ('Vandalism', 0.5308198), ('Road Accidents', 0.5289781), ('Normal Videos', 0.50156903), ('Arson', 0.4949302), ('Shoplifting', 0.48512763), ('Robbery', 0.4577496), ('Explosion', 0.4515229), ('Shooting', 0.43045026), ('Fighting', 0.42558205), ('Abuse', 0.4133396), ('Stealing', 0.40468374), ('Arrest', 0.40253806), ('Assault', 0.39940935)]
Fighting004_x264: [('Burglary', 0.44677252), ('Vandalism', 0.43790966), ('Road Accidents', 0.42880154), ('Shoplifting', 0.40298522), ('Arson', 0.3940061), ('Robbery', 0.34062257), ('Normal Videos', 0.32689154), ('Explosion', 0.31686014), ('Fighting', 0.28578314), ('Shooting', 0.27757764), ('Abuse', 0.2705992), ('Arrest', 0.25751436), ('Stealing', 0.25651702), ('Assault', 0.25035506)]
Fighting034_x264: [('Road Accidents', 0.56727487), ('Vandalism', 0.54938376), ('Burglary', 0.53642786), ('Arson', 0.5111145), ('Shoplifting', 0.49654105), ('Normal Videos', 0.49098253), ('Explosion', 0.4738633), ('Robbery', 0.47142208), ('Fighting', 0.45955533), ('Shooting', 0.45926833), ('Abuse', 0.44604754), ('Arrest', 0.4364972), ('Assault', 0.43581602), ('Stealing', 0.43542522)]
Fighting022_x264: [('Road Accidents', 0.6284033), ('Burglary', 0.59714854), ('Vandalism', 0.59408915), ('Normal Videos', 0.5906048), ('Arson', 0.57630825), ('Shoplifting', 0.5737794), ('Explosion', 0.5712226), ('Fighting', 0.566331), ('Robbery', 0.5653178), ('Shooting', 0.5521319), ('Abuse', 0.5475182), ('Stealing', 0.5424139), ('Arrest', 0.53169507), ('Assault', 0.5286086)]
Fighting043_x264: [('Road Accidents', 0.57300663), ('Burglary', 0.5703614), ('Vandalism', 0.5692759), ('Shoplifting', 0.52841324), ('Arson', 0.5245932), ('Normal Videos', 0.50284815), ('Robbery', 0.49582303), ('Explosion', 0.48486567), ('Shooting', 0.46147805), ('Fighting', 0.4595437), ('Abuse', 0.44898513), ('Arrest', 0.4369383), ('Stealing', 0.43669298), ('Assault', 0.42812523)]
Fighting049_x264: [('Road Accidents', 0.5906248), ('Burglary', 0.5812466), ('Vandalism', 0.5700459), ('Shoplifting', 0.5433005), ('Arson', 0.53826785), ('Normal Videos', 0.53174585), ('Robbery', 0.52301276), ('Explosion', 0.51124746), ('Fighting', 0.49473038), ('Shooting', 0.49005902), ('Abuse', 0.47785938), ('Arrest', 0.46922255), ('Stealing', 0.46495992), ('Assault', 0.4572726)]
Fighting025_x264: [('Burglary', 0.48894078), ('Road Accidents', 0.48737168), ('Vandalism', 0.4675834), ('Normal Videos', 0.44855386), ('Arson', 0.44520363), ('Shoplifting', 0.44512457), ('Robbery', 0.40330526), ('Explosion', 0.40206268), ('Fighting', 0.385506), ('Shooting', 0.37518632), ('Abuse', 0.3635105), ('Arrest', 0.3560668), ('Stealing', 0.355034), ('Assault', 0.34651867)]
Fighting020_x264: [('Vandalism', 0.5864924), ('Road Accidents', 0.5858111), ('Burglary', 0.57746553), ('Shoplifting', 0.56040055), ('Arson', 0.53713477), ('Normal Videos', 0.53288), ('Robbery', 0.5224062), ('Explosion', 0.501774), ('Fighting', 0.48764855), ('Shooting', 0.4723243), ('Abuse', 0.47113344), ('Stealing', 0.46729878), ('Arrest', 0.45419094), ('Assault', 0.44636235)]
Fighting019_x264: [('Vandalism', 0.4818557), ('Shoplifting', 0.4772857), ('Burglary', 0.475981), ('Road Accidents', 0.47457802), ('Arson', 0.44917318), ('Normal Videos', 0.42916453), ('Robbery', 0.41922665), ('Explosion', 0.38392276), ('Fighting', 0.36402148), ('Shooting', 0.36388874), ('Stealing', 0.35137182), ('Abuse', 0.34833702), ('Arrest', 0.32976586), ('Assault', 0.3204887)]
Fighting010_x264: [('Road Accidents', 0.50760096), ('Vandalism', 0.48615384), ('Burglary', 0.4855767), ('Shoplifting', 0.48377538), ('Normal Videos', 0.4794376), ('Arson', 0.46543008), ('Robbery', 0.45303357), ('Fighting', 0.43901417), ('Explosion', 0.43707025), ('Shooting', 0.42369962), ('Stealing', 0.41482615), ('Abuse', 0.41342288), ('Arrest', 0.40103105), ('Assault', 0.39144725)]
Fighting038_x264: [('Burglary', 0.54827213), ('Vandalism', 0.5471908), ('Road Accidents', 0.5280606), ('Shoplifting', 0.5058207), ('Normal Videos', 0.48884994), ('Arson', 0.47982788), ('Robbery', 0.47694623), ('Explosion', 0.44697684), ('Shooting', 0.4227216), ('Fighting', 0.41878888), ('Abuse', 0.40462586), ('Stealing', 0.40182084), ('Arrest', 0.39787292), ('Assault', 0.39063132)]
Fighting007_x264: [('Road Accidents', 0.55562943), ('Burglary', 0.55412173), ('Vandalism', 0.53298736), ('Normal Videos', 0.5112901), ('Arson', 0.5063429), ('Shoplifting', 0.49802157), ('Explosion', 0.4802674), ('Robbery', 0.4688935), ('Fighting', 0.4623415), ('Shooting', 0.45896977), ('Abuse', 0.43466407), ('Arrest', 0.4292732), ('Assault', 0.4271659), ('Stealing', 0.4219299)]
Fighting029_x264: [('Burglary', 0.41726333), ('Vandalism', 0.40594417), ('Shoplifting', 0.399713), ('Road Accidents', 0.39296585), ('Arson', 0.3486439), ('Robbery', 0.32607996), ('Normal Videos', 0.31207395), ('Explosion', 0.2713694), ('Fighting', 0.23868968), ('Shooting', 0.23704761), ('Abuse', 0.22180286), ('Stealing', 0.21329586), ('Arrest', 0.21172753), ('Assault', 0.20076491)]
Fighting039_x264: [('Road Accidents', 0.4993137), ('Burglary', 0.49481872), ('Vandalism', 0.48778448), ('Arson', 0.4641223), ('Shoplifting', 0.46379262), ('Normal Videos', 0.45171693), ('Robbery', 0.43213433), ('Explosion', 0.41654456), ('Fighting', 0.40731284), ('Shooting', 0.3993743), ('Abuse', 0.38223898), ('Stealing', 0.3769988), ('Arrest', 0.37412766), ('Assault', 0.36727858)]
Fighting008_x264: [('Road Accidents', 0.5169195), ('Burglary', 0.5097027), ('Vandalism', 0.5081613), ('Normal Videos', 0.47497952), ('Arson', 0.47452018), ('Shoplifting', 0.4739352), ('Robbery', 0.44646794), ('Explosion', 0.4371943), ('Shooting', 0.41418955), ('Fighting', 0.40973246), ('Abuse', 0.40222412), ('Arrest', 0.39073914), ('Stealing', 0.39012784), ('Assault', 0.38456622)]
Fighting042_x264: [('Burglary', 0.63184583), ('Road Accidents', 0.62812245), ('Vandalism', 0.6255473), ('Arson', 0.58667886), ('Normal Videos', 0.5739422), ('Explosion', 0.57115126), ('Shoplifting', 0.55954754), ('Robbery', 0.54795456), ('Shooting', 0.5459863), ('Fighting', 0.5365428), ('Abuse', 0.5304045), ('Assault', 0.52474034), ('Arrest', 0.519505), ('Stealing', 0.5170927)]
Fighting047_x264: [('Road Accidents', 0.4452015), ('Vandalism', 0.44297454), ('Shoplifting', 0.44290912), ('Burglary', 0.42700487), ('Normal Videos', 0.39006108), ('Arson', 0.38389087), ('Robbery', 0.3745578), ('Explosion', 0.33463353), ('Fighting', 0.3256297), ('Shooting', 0.3193573), ('Abuse', 0.31111923), ('Stealing', 0.30515772), ('Arrest', 0.29276744), ('Assault', 0.28075778)]
Fighting030_x264: [('Shoplifting', 0.5027767), ('Vandalism', 0.4892668), ('Burglary', 0.46965253), ('Road Accidents', 0.46801734), ('Arson', 0.45905614), ('Robbery', 0.43720156), ('Normal Videos', 0.43515742), ('Explosion', 0.3901251), ('Fighting', 0.37144378), ('Stealing', 0.36399746), ('Shooting', 0.3629949), ('Abuse', 0.35591272), ('Arrest', 0.3356983), ('Assault', 0.33110204)]
Fighting002_x264: [('Burglary', 0.5706439), ('Road Accidents', 0.5669652), ('Vandalism', 0.5529523), ('Normal Videos', 0.53564465), ('Arson', 0.5243379), ('Shoplifting', 0.5098021), ('Explosion', 0.49784496), ('Robbery', 0.4948529), ('Shooting', 0.47440845), ('Fighting', 0.46769872), ('Abuse', 0.4549668), ('Arrest', 0.45099452), ('Assault', 0.4478706), ('Stealing', 0.44280934)]
Fighting051_x264: [('Road Accidents', 0.5573975), ('Burglary', 0.5502885), ('Vandalism', 0.537269), ('Arson', 0.5192864), ('Normal Videos', 0.5154302), ('Shoplifting', 0.5144651), ('Robbery', 0.49434373), ('Explosion', 0.47874206), ('Fighting', 0.46121886), ('Shooting', 0.46079332), ('Abuse', 0.4492032), ('Arrest', 0.43715906), ('Stealing', 0.43544853), ('Assault', 0.43247336)]
Fighting013_x264: [('Vandalism', 0.44991282), ('Burglary', 0.44429213), ('Shoplifting', 0.4264898), ('Road Accidents', 0.41618633), ('Normal Videos', 0.38697833), ('Arson', 0.37651467), ('Robbery', 0.3671413), ('Explosion', 0.3263705), ('Fighting', 0.29776466), ('Shooting', 0.2939176), ('Abuse', 0.28175747), ('Stealing', 0.27869084), ('Arrest', 0.27175653), ('Assault', 0.26084575)]
Fighting021_x264: [('Burglary', 0.46018404), ('Vandalism', 0.45456848), ('Shoplifting', 0.45039958), ('Road Accidents', 0.4497086), ('Arson', 0.4348481), ('Normal Videos', 0.390572), ('Robbery', 0.38446105), ('Explosion', 0.35940495), ('Fighting', 0.33737776), ('Shooting', 0.32857877), ('Stealing', 0.32057697), ('Abuse', 0.32031697), ('Arrest', 0.30449867), ('Assault', 0.30222788)]
Fighting035_x264: [('Vandalism', 0.56204927), ('Road Accidents', 0.5412667), ('Burglary', 0.53613436), ('Shoplifting', 0.5212522), ('Normal Videos', 0.5018295), ('Arson', 0.48596218), ('Robbery', 0.47652933), ('Explosion', 0.45018238), ('Shooting', 0.42716253), ('Fighting', 0.4161703), ('Abuse', 0.41168934), ('Stealing', 0.3991289), ('Arrest', 0.39447364), ('Assault', 0.38705516)]
Fighting036_x264: [('Burglary', 0.55393475), ('Road Accidents', 0.55211735), ('Vandalism', 0.54318935), ('Normal Videos', 0.52130866), ('Arson', 0.51457477), ('Shoplifting', 0.5014739), ('Robbery', 0.48726624), ('Explosion', 0.47768307), ('Fighting', 0.46147048), ('Shooting', 0.45917517), ('Abuse', 0.44255847), ('Stealing', 0.43526554), ('Arrest', 0.43430373), ('Assault', 0.43026987)]
Fighting045_x264: [('Road Accidents', 0.550918), ('Burglary', 0.54542863), ('Vandalism', 0.531783), ('Normal Videos', 0.5164232), ('Arson', 0.514524), ('Shoplifting', 0.5128976), ('Explosion', 0.48950356), ('Fighting', 0.48731345), ('Robbery', 0.48589444), ('Shooting', 0.47757155), ('Abuse', 0.4601652), ('Stealing', 0.45656297), ('Arrest', 0.4466802), ('Assault', 0.44513988)]
Fighting005_x264: [('Burglary', 0.54923743), ('Vandalism', 0.5316592), ('Road Accidents', 0.53068423), ('Arson', 0.49228933), ('Normal Videos', 0.48644185), ('Shoplifting', 0.4852422), ('Robbery', 0.46038276), ('Explosion', 0.44798622), ('Shooting', 0.41947043), ('Fighting', 0.40837252), ('Abuse', 0.40343845), ('Arrest', 0.3920454), ('Stealing', 0.39071614), ('Assault', 0.38833266)]
Fighting024_x264: [('Burglary', 0.4527192), ('Vandalism', 0.4344505), ('Road Accidents', 0.4326857), ('Shoplifting', 0.42384133), ('Arson', 0.39136735), ('Robbery', 0.3617701), ('Normal Videos', 0.35379666), ('Explosion', 0.3254032), ('Fighting', 0.2959722), ('Shooting', 0.28673857), ('Abuse', 0.27770364), ('Stealing', 0.2687526), ('Arrest', 0.2672316), ('Assault', 0.25740966)]
Fighting009_x264: [('Vandalism', 0.57761383), ('Road Accidents', 0.5740584), ('Burglary', 0.56593496), ('Shoplifting', 0.52539843), ('Normal Videos', 0.52340204), ('Arson', 0.5035362), ('Robbery', 0.48931494), ('Explosion', 0.47739184), ('Shooting', 0.45610967), ('Fighting', 0.45190156), ('Abuse', 0.44419748), ('Arrest', 0.43878716), ('Stealing', 0.42964143), ('Assault', 0.42582285)]
Fighting050_x264: [('Burglary', 0.38065952), ('Shoplifting', 0.37204248), ('Vandalism', 0.3653794), ('Road Accidents', 0.35387993), ('Arson', 0.3209708), ('Robbery', 0.2950037), ('Normal Videos', 0.2879447), ('Explosion', 0.25811106), ('Fighting', 0.22529182), ('Shooting', 0.21937013), ('Abuse', 0.2082091), ('Stealing', 0.20761621), ('Arrest', 0.1910263), ('Assault', 0.18523464)]
Fighting028_x264: [('Burglary', 0.6144899), ('Road Accidents', 0.59702605), ('Vandalism', 0.59130967), ('Arson', 0.54975814), ('Normal Videos', 0.5370432), ('Shoplifting', 0.53560245), ('Robbery', 0.5263415), ('Explosion', 0.5188992), ('Fighting', 0.49150842), ('Shooting', 0.48910245), ('Abuse', 0.47032842), ('Arrest', 0.4665407), ('Assault', 0.46328908), ('Stealing', 0.46134758)]
Fighting044_x264: [('Burglary', 0.44475272), ('Vandalism', 0.43757033), ('Road Accidents', 0.43642163), ('Shoplifting', 0.41353023), ('Arson', 0.39226204), ('Normal Videos', 0.38221082), ('Robbery', 0.36607748), ('Explosion', 0.33600947), ('Fighting', 0.3141429), ('Shooting', 0.3051973), ('Abuse', 0.2901106), ('Stealing', 0.2851981), ('Arrest', 0.28088614), ('Assault', 0.27245933)]
Fighting037_x264: [('Shoplifting', 0.39985847), ('Road Accidents', 0.37355784), ('Vandalism', 0.3691557), ('Burglary', 0.36677897), ('Arson', 0.3380919), ('Robbery', 0.30606198), ('Normal Videos', 0.3055613), ('Explosion', 0.25833845), ('Fighting', 0.25325048), ('Shooting', 0.24127525), ('Abuse', 0.24016117), ('Stealing', 0.22538462), ('Arrest', 0.21786374), ('Assault', 0.21778068)]
Fighting003_x264: [('Road Accidents', 0.72326124), ('Normal Videos', 0.69266534), ('Burglary', 0.69083357), ('Explosion', 0.6773288), ('Vandalism', 0.6743497), ('Fighting', 0.6652286), ('Shooting', 0.6596413), ('Arson', 0.65743697), ('Abuse', 0.64876413), ('Assault', 0.64362764), ('Arrest', 0.64054585), ('Robbery', 0.63293254), ('Stealing', 0.63168335), ('Shoplifting', 0.6078245)]
Fighting006_x264: [('Vandalism', 0.55106425), ('Burglary', 0.54805785), ('Shoplifting', 0.54586977), ('Road Accidents', 0.5455985), ('Arson', 0.5185915), ('Normal Videos', 0.51122606), ('Robbery', 0.5007235), ('Explosion', 0.47091752), ('Fighting', 0.4469396), ('Shooting', 0.44259652), ('Abuse', 0.4320528), ('Stealing', 0.42909598), ('Arrest', 0.41992316), ('Assault', 0.41099077)]
Fighting041_x264: [('Burglary', 0.4208205), ('Vandalism', 0.4162894), ('Road Accidents', 0.4154056), ('Shoplifting', 0.412843), ('Arson', 0.3902257), ('Normal Videos', 0.35893172), ('Robbery', 0.3491473), ('Explosion', 0.3171422), ('Fighting', 0.28407267), ('Shooting', 0.28192025), ('Stealing', 0.26834357), ('Abuse', 0.267627), ('Arrest', 0.2576153), ('Assault', 0.24797067)]
